;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
   4635     11978.481 DT     0281 Rx 8  00 00 00 00 00 87 28 00 
   4636     11981.115 DT     0080 Rx 0  
   4637     11981.214 DT     0201 Rx 6  0F 00 98 A5 06 00 
   4638     11982.252 DT     0181 Rx 8  00 80 37 92 6D 87 06 00 
   4639     11982.375 DT     0281 Rx 8  00 00 00 00 48 04 27 00 
   4640     11985.101 DT     0080 Rx 0  
   4641     11985.205 DT     0201 Rx 6  0F 00 D8 CD 06 00 
   4642     11986.343 DT     0181 Rx 8  00 80 37 92 17 B0 06 00 
   4643     11986.467 DT     0281 Rx 8  00 00 00 00 B8 0F 29 00 
   4644     11989.093 DT     0080 Rx 0  
   4645     11989.194 DT     0201 Rx 6  0F 00 6C F6 06 00 
   4646     11990.321 DT     0181 Rx 8  00 80 37 92 C9 D7 06 00 
   4647     11990.447 DT     0281 Rx 8  00 00 00 00 30 08 27 00 
   4648     11993.082 DT     0080 Rx 0  
   4649     11993.186 DT     0201 Rx 6  0F 00 54 1F 07 00 
   4650     11994.321 DT     0181 Rx 8  00 80 37 92 08 01 07 00 
   4651     11994.445 DT     0281 Rx 8  00 00 00 00 30 73 2A 00 
   4652     11997.071 DT     0080 Rx 0  
   4653     11997.172 DT     0201 Rx 6  0F 00 8D 48 07 00 
   4654     11998.377 DT     0181 Rx 8  00 80 37 92 90 29 07 00 
   4655     11998.502 DT     0281 Rx 8  00 00 00 00 58 A8 27 00 
   4656     12001.059 DT     0080 Rx 0  
   4657     12001.160 DT     0201 Rx 6  0F 00 16 72 07 00 
   4658     12002.330 DT     0181 Rx 8  00 80 37 92 C9 52 07 00 
   4659     12002.453 DT     0281 Rx 8  00 00 00 00 B0 3A 29 00 
   4660     12005.049 DT     0080 Rx 0  
   4661     12005.150 DT     0201 Rx 6  0F 00 ED 9B 07 00 
   4662     12006.357 DT     0181 Rx 8  00 80 37 92 B8 7C 07 00 
   4663     12006.479 DT     0281 Rx 8  00 00 00 00 20 D5 28 00 
   4664     12009.036 DT     0080 Rx 0  
   4665     12009.143 DT     0201 Rx 6  0F 00 10 C6 07 00 
   4666     12010.325 DT     0181 Rx 8  00 80 37 92 65 A6 07 00 
   4667     12010.447 DT     0281 Rx 8  00 00 00 00 A0 8A 2A 00 
   4668     12013.024 DT     0080 Rx 0  
   4669     12013.128 DT     0201 Rx 6  0F 00 7F F0 07 00 
   4670     12014.213 DT     0181 Rx 8  00 80 37 92 B3 D0 07 00 
   4671     12014.336 DT     0281 Rx 8  00 00 00 00 58 A2 28 00 
   4672     12017.012 DT     0080 Rx 0  
   4673     12017.116 DT     0201 Rx 6  0F 00 36 1B 08 00 
   4674     12018.312 DT     0181 Rx 8  00 80 37 92 F4 FA 07 00 
   4675     12018.432 DT     0281 Rx 8  00 00 00 00 08 4A 2B 00 
   4676     12021.002 DT     0080 Rx 0  
   4677     12021.106 DT     0201 Rx 6  0F 00 35 46 08 00 
   4678     12022.346 DT     0181 Rx 8  00 80 37 92 DD 25 08 00 
   4679     12022.468 DT     0281 Rx 8  00 00 00 00 20 DB 27 00 
   4680     12024.246 DT     0701 Rx 1  05 
   4681     12024.991 DT     0080 Rx 0  
   4682     12025.095 DT     0201 Rx 6  0F 00 79 71 08 00 
   4683     12026.334 DT     0181 Rx 8  00 80 37 92 6A 50 08 00 
   4684     12026.457 DT     0281 Rx 8  00 00 00 00 F0 D0 2A 00 
   4685     12028.981 DT     0080 Rx 0  
   4686     12029.085 DT     0201 Rx 6  0F 00 01 9D 08 00 
   4687     12030.292 DT     0181 Rx 8  00 80 37 92 31 7C 08 00 
   4688     12030.413 DT     0281 Rx 8  00 00 00 00 E0 AF 29 00 
   4689     12032.970 DT     0080 Rx 0  
   4690     12033.074 DT     0201 Rx 6  0F 00 CC C8 08 00 
   4691     12034.190 DT     0181 Rx 8  00 80 37 92 2D A8 08 00 
   4692     12034.312 DT     0281 Rx 8  00 00 00 00 F8 16 2D 00 
   4693     12036.958 DT     0080 Rx 0  
   4694     12037.061 DT     0201 Rx 6  0F 00 D6 F4 08 00 
   4695     12037.281 DT     0181 Rx 8  00 80 37 92 BD C8 08 00 
   4696     12037.403 DT     0281 Rx 8  00 00 00 00 08 D9 28 00 
   4697     12040.946 DT     0080 Rx 0  
   4698     12041.049 DT     0201 Rx 6  0F 00 20 21 09 00 
   4699     12041.493 DT     0181 Rx 8  00 80 37 92 57 F4 08 00 
   4700     12041.618 DT     0281 Rx 8  00 00 00 00 F0 D0 2A 00 
   4701     12044.934 DT     0080 Rx 0  
   4702     12045.036 DT     0201 Rx 6  0F 00 A5 4D 09 00 
   4703     12045.283 DT     0181 Rx 8  00 80 37 92 2C 21 09 00 
   4704     12045.403 DT     0281 Rx 8  00 00 00 00 08 56 29 00 
   4705     12048.923 DT     0080 Rx 0  
   4706     12049.025 DT     0201 Rx 6  0F 00 66 7A 09 00 
   4707     12049.285 DT     0181 Rx 8  00 80 37 92 26 4D 09 00 
   4708     12049.405 DT     0281 Rx 8  00 00 00 00 88 88 2B 00 
   4709     12052.916 DT     0080 Rx 0  
   4710     12053.018 DT     0201 Rx 6  0F 00 60 A7 09 00 
   4711     12053.345 DT     0181 Rx 8  00 80 37 92 80 7A 09 00 
   4712     12053.467 DT     0281 Rx 8  00 00 00 00 C8 AD 2A 00 
   4713     12056.903 DT     0080 Rx 0  
   4714     12057.004 DT     0201 Rx 6  0F 00 92 D4 09 00 
   4715     12057.316 DT     0181 Rx 8  00 80 37 92 A6 A7 09 00 
   4716     12057.437 DT     0281 Rx 8  00 00 00 00 30 DE 2D 00 
   4717     12060.890 DT     0080 Rx 0  
   4718     12060.995 DT     0201 Rx 6  0F 00 F9 01 0A 00 
   4719     12061.272 DT     0181 Rx 8  00 80 37 92 6A D4 09 00 
   4720     12061.391 DT     0281 Rx 8  00 00 00 00 90 DA 2B 00 
   4721     12064.879 DT     0080 Rx 0  
   4722     12064.979 DT     0201 Rx 6  0F 00 93 2F 0A 00 
   4723     12065.179 DT     0181 Rx 8  00 80 37 92 9F 02 0A 00 
   4724     12065.303 DT     0281 Rx 8  00 00 00 00 C0 37 30 00 
   4725     12068.869 DT     0080 Rx 0  
   4726     12068.970 DT     0201 Rx 6  0F 00 5F 5D 0A 00 
   4727     12069.338 DT     0181 Rx 8  00 80 37 92 17 2F 0A 00 
   4728     12069.460 DT     0281 Rx 8  00 00 00 00 B0 28 2C 00 
   4729     12072.857 DT     0080 Rx 0  
   4730     12072.958 DT     0201 Rx 6  0F 00 5C 8B 0A 00 
   4731     12073.254 DT     0181 Rx 8  00 80 37 92 57 5D 0A 00 
   4732     12073.373 DT     0281 Rx 8  00 00 00 00 38 AD 2E 00 
   4733     12076.845 DT     0080 Rx 0  
   4734     12076.946 DT     0201 Rx 6  0F 00 86 B9 0A 00 
   4735     12077.483 DT     0181 Rx 8  00 80 37 92 69 8B 0A 00 
   4736     12077.605 DT     0281 Rx 8  00 00 00 00 20 3A 2D 00 
   4737     12080.832 DT     0080 Rx 0  
   4738     12080.933 DT     0201 Rx 6  0F 00 DD E7 0A 00 
   4739     12081.268 DT     0181 Rx 8  00 80 37 92 03 BA 0A 00 
   4740     12081.391 DT     0281 Rx 8  00 00 00 00 68 B1 2C 00 
   4741     12084.819 DT     0080 Rx 0  
   4742     12084.925 DT     0201 Rx 6  0F 00 5E 16 0B 00 
   4743     12085.272 DT     0181 Rx 8  00 80 37 92 81 E7 0A 00 
   4744     12085.395 DT     0281 Rx 8  00 00 00 00 80 2A 2D 00 
   4745     12088.810 DT     0080 Rx 0  
   4746     12088.912 DT     0201 Rx 6  0F 00 07 45 0B 00 
   4747     12089.326 DT     0181 Rx 8  00 80 37 92 C3 16 0B 00 
   4748     12089.448 DT     0281 Rx 8  00 00 00 00 60 E2 2B 00 
   4749     12092.799 DT     0080 Rx 0  
   4750     12092.901 DT     0201 Rx 6  0F 00 D8 73 0B 00 
   4751     12093.289 DT     0181 Rx 8  00 80 37 92 C9 44 0B 00 
   4752     12093.411 DT     0281 Rx 8  00 00 00 00 28 8C 2D 00 
   4753     12096.787 DT     0080 Rx 0  
   4754     12096.891 DT     0201 Rx 6  0F 00 CC A2 0B 00 
   4755     12097.244 DT     0181 Rx 8  00 80 37 92 01 74 0B 00 
   4756     12097.364 DT     0281 Rx 8  00 00 00 00 D8 C2 2D 00 
   4757     12100.775 DT     0080 Rx 0  
   4758     12100.876 DT     0201 Rx 6  0F 00 E4 D1 0B 00 
   4759     12101.146 DT     0181 Rx 8  00 80 37 92 72 A2 0B 00 
   4760     12101.265 DT     0281 Rx 8  00 00 00 00 D0 F3 2C 00 
   4761     12104.765 DT     0080 Rx 0  
   4762     12104.869 DT     0201 Rx 6  0F 00 1D 01 0C 00 
   4763     12105.289 DT     0181 Rx 8  00 80 37 92 DF D1 0B 00 
   4764     12105.413 DT     0281 Rx 8  00 00 00 00 40 88 2D 00 
   4765     12108.754 DT     0080 Rx 0  
   4766     12108.858 DT     0201 Rx 6  0F 00 74 30 0C 00 
   4767     12109.277 DT     0181 Rx 8  00 80 37 92 2F 01 0C 00 
   4768     12109.401 DT     0281 Rx 8  00 00 00 00 68 1C 30 00 
   4769     12112.744 DT     0080 Rx 0  
   4770     12112.846 DT     0201 Rx 6  0F 00 E9 5F 0C 00 
   4771     12113.234 DT     0181 Rx 8  00 80 37 92 3F 30 0C 00 
   4772     12113.355 DT     0281 Rx 8  00 00 00 00 F0 BE 2D 00 
   4773     12116.731 DT     0080 Rx 0  
   4774     12116.835 DT     0201 Rx 6  0F 00 79 8F 0C 00 
   4775     12117.138 DT     0181 Rx 8  00 80 37 92 FC 5F 0C 00 
   4776     12117.260 DT     0281 Rx 8  00 00 00 00 58 78 2F 00 
   4777     12120.721 DT     0080 Rx 0  
   4778     12120.822 DT     0201 Rx 6  0F 00 22 BF 0C 00 
   4779     12121.269 DT     0181 Rx 8  00 80 37 92 95 8F 0C 00 
   4780     12121.391 DT     0281 Rx 8  00 00 00 00 C8 12 2F 00 
   4781     12124.707 DT     0080 Rx 0  
   4782     12124.811 DT     0201 Rx 6  0F 00 E2 EE 0C 00 
   4783     12125.117 DT     0181 Rx 8  00 80 37 92 71 BF 0C 00 
   4784     12125.239 DT     0281 Rx 8  00 00 00 00 A8 47 2E 00 
   4785     12128.697 DT     0080 Rx 0  
   4786     12128.803 DT     0201 Rx 6  0F 00 B8 1E 0D 00 
   4787     12129.264 DT     0181 Rx 8  00 80 37 92 A3 EE 0C 00 
   4788     12129.386 DT     0281 Rx 8  00 00 00 00 00 63 2E 00 
   4789     12132.686 DT     0080 Rx 0  
   4790     12132.784 DT     0201 Rx 6  0F 00 A1 4E 0D 00 
   4791     12133.121 DT     0181 Rx 8  00 80 37 92 D5 1E 0D 00 
   4792     12133.243 DT     0281 Rx 8  00 00 00 00 80 24 2E 00 
   4793     12136.673 DT     0080 Rx 0  
   4794     12136.776 DT     0201 Rx 6  0F 00 9C 7E 0D 00 
   4795     12137.077 DT     0181 Rx 8  00 80 37 92 D5 1E 0D 00 
   4796     12137.196 DT     0281 Rx 8  00 00 00 00 F8 93 2D 00 
   4797     12140.660 DT     0080 Rx 0  
   4798     12140.764 DT     0201 Rx 6  0F 00 A6 AE 0D 00 
   4799     12141.251 DT     0181 Rx 8  00 80 37 92 BE 7E 0D 00 
   4800     12141.373 DT     0281 Rx 8  00 00 00 00 48 D4 2E 00 
   4801     12144.650 DT     0080 Rx 0  
   4802     12144.754 DT     0201 Rx 6  0F 00 BE DE 0D 00 
   4803     12145.203 DT     0181 Rx 8  00 80 37 92 16 AF 0D 00 
   4804     12145.327 DT     0281 Rx 8  00 00 00 00 60 C4 30 00 
   4805     12148.639 DT     0080 Rx 0  
   4806     12148.740 DT     0201 Rx 6  0F 00 E2 0E 0E 00 
   4807     12149.232 DT     0181 Rx 8  00 80 37 92 D8 D7 0D 00 
   4808     12149.354 DT     0281 Rx 8  00 00 00 00 40 AC 27 00 
   4809     12152.627 DT     0080 Rx 0  
   4810     12152.731 DT     0201 Rx 6  0F 00 0F 3F 0E 00 
   4811     12153.101 DT     0181 Rx 8  00 80 37 92 D3 FB 0D 00 
   4812     12153.225 DT     0281 Rx 8  00 00 00 00 C0 FC 24 00 
   4813     12156.615 DT     0080 Rx 0  
   4814     12156.716 DT     0201 Rx 6  0F 00 45 6F 0E 00 
   4815     12157.089 DT     0181 Rx 8  00 80 37 92 0D 2C 0E 00 
   4816     12157.213 DT     0281 Rx 8  00 00 00 00 C0 1F 34 00 
   4817     12160.603 DT     0080 Rx 0  
   4818     12160.707 DT     0201 Rx 6  0F 00 80 9F 0E 00 
   4819     12161.226 DT     0181 Rx 8  00 80 37 92 60 57 0E 00 
   4820     12161.345 DT     0281 Rx 8  00 00 00 00 08 CD 2A 00 
   4821     12164.592 DT     0080 Rx 0  
   4822     12164.694 DT     0201 Rx 6  0F 00 BF CF 0E 00 
   4823     12165.228 DT     0181 Rx 8  00 80 37 92 DC 88 0E 00 
   4824     12165.350 DT     0281 Rx 8  00 00 00 00 20 93 33 00 
   4825     12168.580 DT     0080 Rx 0  
   4826     12168.686 DT     0201 Rx 6  0F 00 FF FF 0E 00 
   4827     12169.200 DT     0181 Rx 8  00 80 37 92 94 C2 0E 00 
   4828     12169.322 DT     0281 Rx 8  00 00 00 00 E8 24 39 00 
   4829     12172.570 DT     0080 Rx 0  
   4830     12172.672 DT     0201 Rx 6  0F 00 40 30 0F 00 
   4831     12173.255 DT     0181 Rx 8  00 80 37 92 4C F6 0E 00 
   4832     12173.375 DT     0281 Rx 8  00 00 00 00 18 D6 2F 00 
   4833     12176.558 DT     0080 Rx 0  
   4834     12176.661 DT     0201 Rx 6  0F 00 7F 60 0F 00 
   4835     12177.212 DT     0181 Rx 8  00 80 37 92 0E 21 0F 00 
   4836     12177.334 DT     0281 Rx 8  00 00 00 00 F8 B7 27 00 
   4837     12180.546 DT     0080 Rx 0  
   4838     12180.650 DT     0201 Rx 6  0F 00 BA 90 0F 00 
   4839     12181.211 DT     0181 Rx 8  00 80 37 92 C0 52 0F 00 
   4840     12181.333 DT     0281 Rx 8  00 00 00 00 28 62 34 00 
   4841     12184.534 DT     0080 Rx 0  
   4842     12184.639 DT     0201 Rx 6  0F 00 F0 C0 0F 00 
   4843     12185.082 DT     0181 Rx 8  00 80 37 92 4B 84 0F 00 
   4844     12185.204 DT     0281 Rx 8  00 00 00 00 E8 5A 30 00 
   4845     12188.524 DT     0080 Rx 0  
   4846     12188.625 DT     0201 Rx 6  0F 00 1D F1 0F 00 
   4847     12189.205 DT     0181 Rx 8  00 80 37 92 DC BA 0F 00 
   4848     12189.327 DT     0281 Rx 8  00 00 00 00 F8 51 38 00 
   4849     12192.514 DT     0080 Rx 0  
   4850     12192.617 DT     0201 Rx 6  0F 00 41 21 10 00 
   4851     12193.163 DT     0181 Rx 8  00 80 37 92 5F F5 0F 00 
   4852     12193.286 DT     0281 Rx 8  00 00 00 00 D8 80 38 00 
   4853     12196.503 DT     0080 Rx 0  
   4854     12196.604 DT     0201 Rx 6  0F 00 59 51 10 00 
   4855     12197.199 DT     0181 Rx 8  00 80 37 92 72 31 10 00 
   4856     12197.318 DT     0281 Rx 8  00 00 00 00 18 9A 39 00 
   4857     12200.490 DT     0080 Rx 0  
   4858     12200.594 DT     0201 Rx 6  0F 00 63 81 10 00 
   4859     12201.189 DT     0181 Rx 8  00 80 37 92 BD 66 10 00 
   4860     12201.310 DT     0281 Rx 8  00 00 00 00 E0 14 2E 00 
   4861     12204.482 DT     0080 Rx 0  
   4862     12204.583 DT     0201 Rx 6  0F 00 5E B1 10 00 
   4863     12205.192 DT     0181 Rx 8  00 80 37 92 34 94 10 00 
   4864     12205.314 DT     0281 Rx 8  00 00 00 00 70 03 2D 00 
   4865     12208.467 DT     0080 Rx 0  
   4866     12208.572 DT     0201 Rx 6  0F 00 47 E1 10 00 
   4867     12209.141 DT     0181 Rx 8  00 80 37 92 12 C4 10 00 
   4868     12209.261 DT     0281 Rx 8  00 00 00 00 58 07 2D 00 
   4869     12212.458 DT     0080 Rx 0  
   4870     12212.559 DT     0201 Rx 6  0F 00 1D 11 11 00 
   4871     12213.181 DT     0181 Rx 8  00 80 37 92 21 F3 10 00 
   4872     12213.305 DT     0281 Rx 8  00 00 00 00 98 20 2E 00 
   4873     12216.446 DT     0080 Rx 0  
   4874     12216.547 DT     0201 Rx 6  0F 00 DD 40 11 00 
   4875     12217.148 DT     0181 Rx 8  00 80 37 92 D6 22 11 00 
   4876     12217.267 DT     0281 Rx 8  00 00 00 00 48 5D 2D 00 
   4877     12220.434 DT     0080 Rx 0  
   4878     12220.536 DT     0201 Rx 6  0F 00 86 70 11 00 
   4879     12221.027 DT     0181 Rx 8  00 80 37 92 94 51 11 00 
   4880     12221.148 DT     0281 Rx 8  00 00 00 00 B8 F1 2D 00 
   4881     12224.422 DT     0080 Rx 0  
   4882     12224.524 DT     0201 Rx 6  0F 00 16 A0 11 00 
   4883     12225.166 DT     0181 Rx 8  00 80 37 92 84 76 11 00 
   4884     12225.291 DT     0281 Rx 8  00 00 00 00 E8 C0 1F 00 
   4885     12228.411 DT     0080 Rx 0  
   4886     12228.513 DT     0201 Rx 6  0F 00 8B CF 11 00 
   4887     12229.025 DT     0181 Rx 8  00 80 37 92 52 A0 11 00 
   4888     12229.147 DT     0281 Rx 8  00 00 00 00 00 E6 2D 00 
   4889     12232.401 DT     0080 Rx 0  
   4890     12232.501 DT     0201 Rx 6  0F 00 E2 FE 11 00 
   4891     12233.020 DT     0181 Rx 8  00 80 37 92 E0 CB 11 00 
   4892     12233.142 DT     0281 Rx 8  00 00 00 00 70 15 2A 00 
   4893     12236.389 DT     0080 Rx 0  
   4894     12236.490 DT     0201 Rx 6  0F 00 1B 2E 12 00 
   4895     12237.022 DT     0181 Rx 8  00 80 37 92 04 FF 11 00 
   4896     12237.143 DT     0281 Rx 8  00 00 00 00 98 F0 35 00 
   4897     12240.378 DT     0080 Rx 0  
   4898     12240.480 DT     0201 Rx 6  0F 00 33 5D 12 00 
   4899     12241.131 DT     0181 Rx 8  00 80 37 92 DF 38 12 00 
   4900     12241.253 DT     0281 Rx 8  00 00 00 00 98 D8 39 00 
   4901     12244.367 DT     0080 Rx 0  
   4902     12244.470 DT     0201 Rx 6  0F 00 27 8C 12 00 
   4903     12245.027 DT     0181 Rx 8  00 80 37 92 40 70 12 00 
   4904     12245.149 DT     0281 Rx 8  00 00 00 00 98 02 33 00 
   4905     12248.356 DT     0080 Rx 0  
   4906     12248.458 DT     0201 Rx 6  0F 00 F8 BA 12 00 
   4907     12249.143 DT     0181 Rx 8  00 80 37 92 CF 9D 12 00 
   4908     12249.262 DT     0281 Rx 8  00 00 00 00 B0 B7 29 00 
   4909     12252.345 DT     0080 Rx 0  
   4910     12252.446 DT     0201 Rx 6  0F 00 A1 E9 12 00 
   4911     12253.109 DT     0181 Rx 8  00 80 37 92 BE CB 12 00 
   4912     12253.231 DT     0281 Rx 8  00 00 00 00 68 B1 2C 00 
   4913     12256.333 DT     0080 Rx 0  
   4914     12256.439 DT     0201 Rx 6  0F 00 22 18 13 00 
   4915     12256.998 DT     0181 Rx 8  00 80 37 92 15 FA 12 00 
   4916     12257.120 DT     0281 Rx 8  00 00 00 00 20 3A 2D 00 
   4917     12260.323 DT     0080 Rx 0  
   4918     12260.426 DT     0201 Rx 6  0F 00 79 46 13 00 
   4919     12261.102 DT     0181 Rx 8  00 80 37 92 9F 28 13 00 
   4920     12261.224 DT     0281 Rx 8  00 00 00 00 58 0D 2C 00 
   4921     12264.312 DT     0080 Rx 0  
   4922     12264.413 DT     0201 Rx 6  0F 00 A3 74 13 00 
   4923     12265.128 DT     0181 Rx 8  00 80 37 92 85 56 13 00 
   4924     12265.251 DT     0281 Rx 8  00 00 00 00 90 C8 2E 00 
   4925     12268.300 DT     0080 Rx 0  
   4926     12268.402 DT     0201 Rx 6  0F 00 A0 A2 13 00 
   4927     12269.103 DT     0181 Rx 8  00 80 37 92 6F 84 13 00 
   4928     12269.224 DT     0281 Rx 8  00 00 00 00 88 FF 2C 00 
   4929     12272.288 DT     0080 Rx 0  
   4930     12272.392 DT     0201 Rx 6  0F 00 6C D0 13 00 
   4931     12272.990 DT     0181 Rx 8  00 80 37 92 5E B2 13 00 
   4932     12273.109 DT     0281 Rx 8  00 00 00 00 B8 F1 2D 00 
   4933     12276.277 DT     0080 Rx 0  
   4934     12276.381 DT     0201 Rx 6  0F 00 06 FE 13 00 
   4935     12277.122 DT     0181 Rx 8  00 80 37 92 28 DF 13 00 
   4936     12277.244 DT     0281 Rx 8  00 00 00 00 D8 C8 2C 00 
   4937     12280.268 DT     0080 Rx 0  
   4938     12280.369 DT     0201 Rx 6  0F 00 6D 2B 14 00 
   4939     12280.995 DT     0181 Rx 8  00 80 37 92 43 0D 14 00 
   4940     12281.120 DT     0281 Rx 8  00 00 00 00 E8 E9 2D 00 
   4941     12284.256 DT     0080 Rx 0  
   4942     12284.360 DT     0201 Rx 6  0F 00 9F 58 14 00 
   4943     12285.083 DT     0181 Rx 8  00 80 37 92 12 39 14 00 
   4944     12285.204 DT     0281 Rx 8  00 00 00 00 78 67 2A 00 
   4945     12288.243 DT     0080 Rx 0  
   4946     12288.346 DT     0201 Rx 6  0F 00 99 85 14 00 
   4947     12288.970 DT     0181 Rx 8  00 80 37 92 D9 66 14 00 
   4948     12289.092 DT     0281 Rx 8  00 00 00 00 40 11 2C 00 
   4949     12292.234 DT     0080 Rx 0  
   4950     12292.338 DT     0201 Rx 6  0F 00 5A B2 14 00 
   4951     12293.097 DT     0181 Rx 8  00 80 37 92 36 93 14 00 
   4952     12293.219 DT     0281 Rx 8  00 00 00 00 38 48 2A 00 
   4953     12296.223 DT     0080 Rx 0  
   4954     12296.327 DT     0201 Rx 6  0F 00 DF DE 14 00 
   4955     12297.102 DT     0181 Rx 8  00 80 37 92 48 C0 14 00 
   4956     12297.224 DT     0281 Rx 8  00 00 00 00 70 0F 2B 00 
   4957     12300.214 DT     0080 Rx 0  
   4958     12300.318 DT     0201 Rx 6  0F 00 29 0B 15 00 
   4959     12301.071 DT     0181 Rx 8  00 80 37 92 B5 EB 14 00 
   4960     12301.193 DT     0281 Rx 8  00 00 00 00 98 32 2B 00 
   4961     12304.203 DT     0080 Rx 0  
   4962     12304.307 DT     0201 Rx 6  0F 00 33 37 15 00 
   4963     12304.958 DT     0181 Rx 8  00 80 37 92 CA 18 15 00 
   4964     12305.080 DT     0281 Rx 8  00 00 00 00 C8 30 2A 00 
   4965     12308.192 DT     0080 Rx 0  
   4966     12308.293 DT     0201 Rx 6  0F 00 FE 62 15 00 
   4967     12309.066 DT     0181 Rx 8  00 80 37 92 86 43 15 00 
   4968     12309.188 DT     0281 Rx 8  00 00 00 00 C8 AD 2A 00 
   4969     12312.183 DT     0080 Rx 0  
   4970     12312.282 DT     0201 Rx 6  0F 00 86 8E 15 00 
   4971     12313.081 DT     0181 Rx 8  00 80 37 92 CC 6F 15 00 
   4972     12313.203 DT     0281 Rx 8  00 00 00 00 C0 E4 28 00 
   4973     12316.170 DT     0080 Rx 0  
   4974     12316.272 DT     0201 Rx 6  0F 00 CA B9 15 00 
   4975     12316.948 DT     0181 Rx 8  00 80 37 92 B5 9A 15 00 
   4976     12317.067 DT     0281 Rx 8  00 00 00 00 38 CB 29 00 
   4977     12320.160 DT     0080 Rx 0  
   4978     12320.263 DT     0201 Rx 6  0F 00 C9 E4 15 00 
   4979     12321.054 DT     0181 Rx 8  00 80 37 92 39 C6 15 00 
   4980     12321.179 DT     0281 Rx 8  00 00 00 00 00 0A 28 00 
   4981     12324.151 DT     0080 Rx 0  
   4982     12324.252 DT     0201 Rx 6  0F 00 80 0F 16 00 
   4983     12325.052 DT     0181 Rx 8  00 80 37 92 76 F0 15 00 
   4984     12325.171 DT     0281 Rx 8  00 00 00 00 10 A8 29 00 
   4985     12328.139 DT     0080 Rx 0  
   4986     12328.241 DT     0201 Rx 6  0F 00 EF 39 16 00 
   4987     12329.073 DT     0181 Rx 8  00 80 37 92 88 1B 16 00 
   4988     12329.197 DT     0281 Rx 8  00 00 00 00 60 77 28 00 
   4989     12332.128 DT     0080 Rx 0  
   4990     12332.233 DT     0201 Rx 6  0F 00 12 64 16 00 
   4991     12333.030 DT     0181 Rx 8  00 80 37 92 45 45 16 00 
   4992     12333.152 DT     0281 Rx 8  00 00 00 00 88 17 29 00 
   4993     12336.117 DT     0080 Rx 0  
   4994     12336.221 DT     0201 Rx 6  0F 00 E9 8D 16 00 
   4995     12337.072 DT     0181 Rx 8  00 80 37 92 7C 6F 16 00 
   4996     12337.194 DT     0281 Rx 8  00 00 00 00 30 7F 28 00 
   4997     12340.104 DT     0080 Rx 0  
   4998     12340.209 DT     0201 Rx 6  0F 00 72 B7 16 00 
   4999     12340.946 DT     0181 Rx 8  00 80 37 92 D4 98 16 00 
   5000     12341.067 DT     0281 Rx 8  00 00 00 00 08 62 27 00 
   5001     12344.093 DT     0080 Rx 0  
   5002     12344.197 DT     0201 Rx 6  0F 00 AB E0 16 00 
   5003     12345.069 DT     0181 Rx 8  00 80 37 92 EA C2 16 00 
   5004     12345.189 DT     0281 Rx 8  00 00 00 00 E8 13 27 00 
   5005     12348.083 DT     0080 Rx 0  
   5006     12348.182 DT     0201 Rx 6  0F 00 93 09 17 00 
   5007     12348.922 DT     0181 Rx 8  00 80 37 92 5B EB 16 00 
   5008     12349.043 DT     0281 Rx 8  00 00 00 00 D0 17 27 00 
   5009     12352.072 DT     0080 Rx 0  
   5010     12352.174 DT     0201 Rx 6  0F 00 27 32 17 00 
   5011     12353.034 DT     0181 Rx 8  00 80 37 92 3A 15 17 00 
   5012     12353.155 DT     0281 Rx 8  00 00 00 00 58 2B 27 00 
   5013     12356.060 DT     0080 Rx 0  
   5014     12356.163 DT     0201 Rx 6  0F 00 67 5A 17 00 
   5015     12356.881 DT     0181 Rx 8  00 80 37 92 3A 15 17 00 
   5016     12357.003 DT     0281 Rx 8  00 00 00 00 28 39 26 00 
   5017     12360.050 DT     0080 Rx 0  
   5018     12360.152 DT     0201 Rx 6  0F 00 50 82 17 00 
   5019     12361.005 DT     0181 Rx 8  00 80 37 92 C6 65 17 00 
   5020     12361.125 DT     0281 Rx 8  00 00 00 00 E8 90 27 00 
   5021     12364.037 DT     0080 Rx 0  
   5022     12364.138 DT     0201 Rx 6  0F 00 E1 A9 17 00 
   5023     12365.022 DT     0181 Rx 8  00 80 37 92 BA 8C 17 00 
   5024     12365.144 DT     0281 Rx 8  00 00 00 00 68 D5 26 00 
   5025     12368.025 DT     0080 Rx 0  
   5026     12368.125 DT     0201 Rx 6  0F 00 18 D1 17 00 
   5027     12368.909 DT     0181 Rx 8  00 80 37 92 D3 B4 17 00 
   5028     12369.031 DT     0281 Rx 8  00 00 00 00 D0 17 27 00 
   5029     12372.015 DT     0080 Rx 0  
   5030     12372.117 DT     0201 Rx 6  0F 00 F4 F7 17 00 
   5031     12372.903 DT     0181 Rx 8  00 80 37 92 1D DB 17 00 
   5032     12373.023 DT     0281 Rx 8  00 00 00 00 18 12 26 00 
   5033     12376.001 DT     0080 Rx 0  
   5034     12376.105 DT     0201 Rx 6  0F 00 73 1E 18 00 
   5035     12377.029 DT     0181 Rx 8  00 80 37 92 81 02 18 00 
   5036     12377.148 DT     0281 Rx 8  00 00 00 00 90 F2 27 00 
   5037     12379.990 DT     0080 Rx 0  
   5038     12380.091 DT     0201 Rx 6  0F 00 94 44 18 00 
