;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
    653      3034.149 DT     0080 Rx 0  
    654      3038.139 DT     0080 Rx 0  
    655      3042.130 DT     0080 Rx 0  
    656      3046.119 DT     0080 Rx 0  
    657      3050.110 DT     0080 Rx 0  
    658      3054.102 DT     0080 Rx 0  
    659      3058.092 DT     0080 Rx 0  
    660      3062.082 DT     0080 Rx 0  
    661      3066.072 DT     0080 Rx 0  
    662      3070.061 DT     0080 Rx 0  
    663      3074.049 DT     0080 Rx 0  
    664      3078.041 DT     0080 Rx 0  
    665      3082.029 DT     0080 Rx 0  
    666      3086.020 DT     0080 Rx 0  
    667      3090.009 DT     0080 Rx 0  
    668      3094.001 DT     0080 Rx 0  
    669      3097.989 DT     0080 Rx 0  
    670      3101.979 DT     0080 Rx 0  
    671      3105.967 DT     0080 Rx 0  
    672      3109.955 DT     0080 Rx 0  
    673      3113.947 DT     0080 Rx 0  
    674      3117.937 DT     0080 Rx 0  
    675      3121.927 DT     0080 Rx 0  
    676      3125.917 DT     0080 Rx 0  
    677      3129.907 DT     0080 Rx 0  
    678      3133.895 DT     0080 Rx 0  
    679      3137.885 DT     0080 Rx 0  
    680      3141.875 DT     0080 Rx 0  
    681      3145.863 DT     0080 Rx 0  
    682      3149.853 DT     0080 Rx 0  
    683      3153.843 DT     0080 Rx 0  
    684      3157.833 DT     0080 Rx 0  
    685      3161.821 DT     0080 Rx 0  
    686      3165.810 DT     0080 Rx 0  
    687      3169.800 DT     0080 Rx 0  
    688      3173.788 DT     0080 Rx 0  
    689      3177.780 DT     0080 Rx 0  
    690      3181.771 DT     0080 Rx 0  
    691      3185.759 DT     0080 Rx 0  
    692      3189.748 DT     0080 Rx 0  
    693      3193.739 DT     0080 Rx 0  
    694      3197.727 DT     0080 Rx 0  
    695      3201.719 DT     0080 Rx 0  
    696      3205.709 DT     0080 Rx 0  
    697      3209.698 DT     0080 Rx 0  
    698      3213.687 DT     0080 Rx 0  
    699      3217.677 DT     0080 Rx 0  
    700      3221.669 DT     0080 Rx 0  
    701      3225.656 DT     0080 Rx 0  
    702      3229.648 DT     0080 Rx 0  
    703      3233.636 DT     0080 Rx 0  
    704      3237.627 DT     0080 Rx 0  
    705      3241.617 DT     0080 Rx 0  
    706      3245.605 DT     0080 Rx 0  
    707      3249.595 DT     0080 Rx 0  
    708      3253.584 DT     0080 Rx 0  
    709      3257.576 DT     0080 Rx 0  
    710      3261.563 DT     0080 Rx 0  
    711      3265.554 DT     0080 Rx 0  
    712      3269.544 DT     0080 Rx 0  
    713      3273.534 DT     0080 Rx 0  
    714      3277.524 DT     0080 Rx 0  
    715      3281.516 DT     0080 Rx 0  
    716      3285.506 DT     0080 Rx 0  
    717      3289.497 DT     0080 Rx 0  
    718      3293.486 DT     0080 Rx 0  
    719      3297.477 DT     0080 Rx 0  
    720      3301.467 DT     0080 Rx 0  
    721      3305.456 DT     0080 Rx 0  
    722      3309.447 DT     0080 Rx 0  
    723      3313.436 DT     0080 Rx 0  
    724      3317.424 DT     0080 Rx 0  
    725      3321.415 DT     0080 Rx 0  
    726      3325.406 DT     0080 Rx 0  
    727      3329.395 DT     0080 Rx 0  
    728      3333.385 DT     0080 Rx 0  
    729      3337.376 DT     0080 Rx 0  
    730      3341.365 DT     0080 Rx 0  
    731      3345.355 DT     0080 Rx 0  
    732      3349.345 DT     0080 Rx 0  
    733      3353.335 DT     0080 Rx 0  
    734      3357.325 DT     0080 Rx 0  
    735      3361.316 DT     0080 Rx 0  
    736      3365.306 DT     0080 Rx 0  
    737      3369.297 DT     0080 Rx 0  
    738      3373.286 DT     0080 Rx 0  
    739      3377.278 DT     0080 Rx 0  
    740      3381.266 DT     0080 Rx 0  
    741      3385.257 DT     0080 Rx 0  
    742      3389.245 DT     0080 Rx 0  
    743      3393.236 DT     0080 Rx 0  
    744      3397.227 DT     0080 Rx 0  
    745      3401.217 DT     0080 Rx 0  
    746      3405.204 DT     0080 Rx 0  
    747      3409.194 DT     0080 Rx 0  
    748      3413.186 DT     0080 Rx 0  
    749      3417.176 DT     0080 Rx 0  
    750      3421.166 DT     0080 Rx 0  
    751      3425.156 DT     0080 Rx 0  
    752      3429.147 DT     0080 Rx 0  
    753      3433.138 DT     0080 Rx 0  
    754      3437.126 DT     0080 Rx 0  
    755      3441.116 DT     0080 Rx 0  
    756      3445.106 DT     0080 Rx 0  
    757      3449.098 DT     0080 Rx 0  
    758      3452.987 DT     0080 Rx 0  
    759      3456.976 DT     0080 Rx 0  
    760      3460.969 DT     0080 Rx 0  
    761      3464.959 DT     0080 Rx 0  
    762      3468.950 DT     0080 Rx 0  
    763      3472.937 DT     0080 Rx 0  
    764      3476.927 DT     0080 Rx 0  
    765      3480.917 DT     0080 Rx 0  
    766      3484.906 DT     0080 Rx 0  
    767      3488.897 DT     0080 Rx 0  
    768      3492.885 DT     0080 Rx 0  
    769      3496.877 DT     0080 Rx 0  
    770      3500.866 DT     0080 Rx 0  
    771      3504.856 DT     0080 Rx 0  
    772      3508.846 DT     0080 Rx 0  
    773      3512.834 DT     0080 Rx 0  
    774      3516.825 DT     0080 Rx 0  
    775      3520.814 DT     0080 Rx 0  
    776      3524.804 DT     0080 Rx 0  
    777      3528.793 DT     0080 Rx 0  
    778      3532.782 DT     0080 Rx 0  
    779      3536.774 DT     0080 Rx 0  
    780      3540.764 DT     0080 Rx 0  
    781      3544.754 DT     0080 Rx 0  
    782      3548.742 DT     0080 Rx 0  
    783      3552.733 DT     0080 Rx 0  
    784      3556.721 DT     0080 Rx 0  
    785      3560.712 DT     0080 Rx 0  
    786      3564.699 DT     0080 Rx 0  
    787      3568.689 DT     0080 Rx 0  
    788      3572.678 DT     0080 Rx 0  
    789      3576.668 DT     0080 Rx 0  
    790      3580.656 DT     0080 Rx 0  
    791      3584.644 DT     0080 Rx 0  
    792      3588.635 DT     0080 Rx 0  
    793      3592.625 DT     0080 Rx 0  
    794      3596.613 DT     0080 Rx 0  
    795      3600.602 DT     0080 Rx 0  
    796      3604.593 DT     0080 Rx 0  
    797      3608.581 DT     0080 Rx 0  
    798      3612.572 DT     0080 Rx 0  
    799      3616.560 DT     0080 Rx 0  
    800      3620.548 DT     0080 Rx 0  
    801      3624.539 DT     0080 Rx 0  
    802      3628.527 DT     0080 Rx 0  
    803      3632.518 DT     0080 Rx 0  
    804      3636.506 DT     0080 Rx 0  
    805      3640.495 DT     0080 Rx 0  
    806      3644.486 DT     0080 Rx 0  
    807      3648.473 DT     0080 Rx 0  
    808      3652.463 DT     0080 Rx 0  
    809      3656.454 DT     0080 Rx 0  
    810      3660.443 DT     0080 Rx 0  
    811      3664.430 DT     0080 Rx 0  
    812      3668.420 DT     0080 Rx 0  
    813      3672.408 DT     0080 Rx 0  
    814      3676.400 DT     0080 Rx 0  
    815      3680.387 DT     0080 Rx 0  
    816      3684.377 DT     0080 Rx 0  
    817      3688.365 DT     0080 Rx 0  
    818      3692.355 DT     0080 Rx 0  
    819      3696.344 DT     0080 Rx 0  
    820      3700.334 DT     0080 Rx 0  
    821      3704.323 DT     0080 Rx 0  
    822      3708.310 DT     0080 Rx 0  
    823      3712.301 DT     0080 Rx 0  
    824      3716.288 DT     0080 Rx 0  
    825      3720.278 DT     0080 Rx 0  
    826      3724.267 DT     0080 Rx 0  
    827      3728.255 DT     0080 Rx 0  
    828      3732.246 DT     0080 Rx 0  
    829      3736.234 DT     0080 Rx 0  
    830      3740.225 DT     0080 Rx 0  
    831      3744.213 DT     0080 Rx 0  
    832      3748.203 DT     0080 Rx 0  
    833      3752.190 DT     0080 Rx 0  
    834      3756.180 DT     0080 Rx 0  
    835      3760.167 DT     0080 Rx 0  
    836      3764.156 DT     0080 Rx 0  
    837      3768.145 DT     0080 Rx 0  
    838      3772.135 DT     0080 Rx 0  
    839      3776.125 DT     0080 Rx 0  
    840      3780.114 DT     0080 Rx 0  
    841      3784.105 DT     0080 Rx 0  
    842      3788.093 DT     0080 Rx 0  
    843      3792.081 DT     0080 Rx 0  
    844      3796.068 DT     0080 Rx 0  
    845      3800.057 DT     0080 Rx 0  
    846      3804.048 DT     0080 Rx 0  
    847      3808.035 DT     0080 Rx 0  
    848      3812.023 DT     0080 Rx 0  
    849      3816.014 DT     0080 Rx 0  
    850      3820.002 DT     0080 Rx 0  
    851      3823.992 DT     0080 Rx 0  
    852      3827.983 DT     0080 Rx 0  
    853      3831.971 DT     0080 Rx 0  
    854      3835.963 DT     0080 Rx 0  
    855      3839.953 DT     0080 Rx 0  
    856      3843.943 DT     0080 Rx 0  
    857      3847.933 DT     0080 Rx 0  
    858      3851.924 DT     0080 Rx 0  
    859      3855.912 DT     0080 Rx 0  
    860      3859.902 DT     0080 Rx 0  
    861      3863.890 DT     0080 Rx 0  
    862      3867.880 DT     0080 Rx 0  
    863      3871.871 DT     0080 Rx 0  
    864      3875.858 DT     0080 Rx 0  
    865      3879.848 DT     0080 Rx 0  
    866      3883.839 DT     0080 Rx 0  
    867      3887.829 DT     0080 Rx 0  
    868      3891.816 DT     0080 Rx 0  
    869      3895.807 DT     0080 Rx 0  
    870      3899.796 DT     0080 Rx 0  
    871      3903.786 DT     0080 Rx 0  
    872      3907.777 DT     0080 Rx 0  
    873      3911.765 DT     0080 Rx 0  
    874      3915.755 DT     0080 Rx 0  
    875      3919.743 DT     0080 Rx 0  
    876      3923.737 DT     0080 Rx 0  
    877      3927.724 DT     0080 Rx 0  
    878      3931.715 DT     0080 Rx 0  
    879      3935.704 DT     0080 Rx 0  
    880      3939.694 DT     0080 Rx 0  
    881      3943.682 DT     0080 Rx 0  
    882      3947.672 DT     0080 Rx 0  
    883      3951.662 DT     0080 Rx 0  
    884      3955.653 DT     0080 Rx 0  
    885      3959.642 DT     0080 Rx 0  
    886      3963.632 DT     0080 Rx 0  
    887      3965.704 DT     0601 Rx 8  40 00 10 00 00 00 00 00 
    888      3965.927 DT     0581 Rx 8  43 00 10 00 92 01 06 00 
    889      3967.622 DT     0080 Rx 0  
    890      3971.611 DT     0080 Rx 0  
    891      3975.602 DT     0080 Rx 0  
    892      3979.590 DT     0080 Rx 0  
    893      3983.578 DT     0080 Rx 0  
    894      3987.566 DT     0080 Rx 0  
    895      3991.556 DT     0080 Rx 0  
    896      3995.547 DT     0080 Rx 0  
    897      3999.537 DT     0080 Rx 0  
    898      4003.527 DT     0080 Rx 0  
    899      4007.515 DT     0080 Rx 0  
    900      4011.506 DT     0080 Rx 0  
    901      4015.496 DT     0080 Rx 0  
    902      4019.487 DT     0080 Rx 0  
    903      4023.475 DT     0080 Rx 0  
    904      4023.599 DT     0601 Rx 8  40 00 10 00 00 00 00 00 
    905      4023.882 DT     0581 Rx 8  43 00 10 00 92 01 06 00 
    906      4027.463 DT     0080 Rx 0  
    907      4031.455 DT     0080 Rx 0  
    908      4031.574 DT     0601 Rx 8  2B 17 10 00 E8 03 01 00 
    909      4031.847 DT     0581 Rx 8  60 17 10 00 00 00 00 00 
    910      4031.911 DT     0701 Rx 1  7F 
    911      4035.443 DT     0080 Rx 0  
    912      4039.433 DT     0080 Rx 0  
    913      4039.555 DT     0601 Rx 8  2F 00 16 00 00 00 19 5F 
    914      4039.891 DT     0581 Rx 8  60 00 16 00 00 00 00 00 
    915      4043.423 DT     0080 Rx 0  
    916      4047.414 DT     0080 Rx 0  
    917      4051.402 DT     0080 Rx 0  
    918      4055.391 DT     0080 Rx 0  
    919      4059.381 DT     0080 Rx 0  
    920      4063.372 DT     0080 Rx 0  
    921      4067.363 DT     0080 Rx 0  
    922      4071.353 DT     0080 Rx 0  
    923      4075.344 DT     0080 Rx 0  
    924      4079.332 DT     0080 Rx 0  
    925      4083.323 DT     0080 Rx 0  
    926      4087.310 DT     0080 Rx 0  
    927      4091.301 DT     0080 Rx 0  
    928      4091.420 DT     0601 Rx 8  23 00 16 01 10 00 40 60 
    929      4091.657 DT     0581 Rx 8  60 00 16 01 00 00 00 00 
    930      4095.290 DT     0080 Rx 0  
    931      4099.281 DT     0080 Rx 0  
    932      4103.269 DT     0080 Rx 0  
    933      4107.259 DT     0080 Rx 0  
    934      4111.246 DT     0080 Rx 0  
    935      4115.236 DT     0080 Rx 0  
    936      4119.228 DT     0080 Rx 0  
    937      4123.215 DT     0080 Rx 0  
    938      4127.205 DT     0080 Rx 0  
    939      4131.194 DT     0080 Rx 0  
    940      4135.185 DT     0080 Rx 0  
    941      4139.173 DT     0080 Rx 0  
    942      4143.161 DT     0080 Rx 0  
    943      4147.148 DT     0080 Rx 0  
    944      4151.138 DT     0080 Rx 0  
    945      4151.258 DT     0601 Rx 8  23 00 16 01 10 00 40 60 
    946      4151.522 DT     0581 Rx 8  60 00 16 01 00 00 00 00 
    947      4155.129 DT     0080 Rx 0  
    948      4157.195 DT     0601 Rx 8  23 00 16 02 20 00 7A 60 
    949      4157.427 DT     0581 Rx 8  60 00 16 02 00 00 00 00 
    950      4159.116 DT     0080 Rx 0  
    951      4163.108 DT     0080 Rx 0  
    952      4167.095 DT     0080 Rx 0  
    953      4171.086 DT     0080 Rx 0  
    954      4175.073 DT     0080 Rx 0  
    955      4179.061 DT     0080 Rx 0  
    956      4183.051 DT     0080 Rx 0  
    957      4187.038 DT     0080 Rx 0  
    958      4191.029 DT     0080 Rx 0  
    959      4195.019 DT     0080 Rx 0  
    960      4199.007 DT     0080 Rx 0  
    961      4202.995 DT     0080 Rx 0  
    962      4206.986 DT     0080 Rx 0  
    963      4210.975 DT     0080 Rx 0  
    964      4214.965 DT     0080 Rx 0  
    965      4217.032 DT     0601 Rx 8  23 00 16 02 20 00 7A 60 
    966      4217.307 DT     0581 Rx 8  60 00 16 02 00 00 00 00 
    967      4218.951 DT     0080 Rx 0  
    968      4222.942 DT     0080 Rx 0  
    969      4223.063 DT     0601 Rx 8  2F 00 16 00 02 00 19 5F 
    970      4223.836 DT     0581 Rx 8  60 00 16 00 00 00 00 00 
    971      4226.930 DT     0080 Rx 0  
    972      4230.920 DT     0080 Rx 0  
    973      4234.910 DT     0080 Rx 0  
    974      4238.898 DT     0080 Rx 0  
    975      4242.889 DT     0080 Rx 0  
    976      4246.880 DT     0080 Rx 0  
    977      4250.867 DT     0080 Rx 0  
    978      4254.858 DT     0080 Rx 0  
    979      4258.850 DT     0080 Rx 0  
    980      4262.838 DT     0080 Rx 0  
    981      4266.831 DT     0080 Rx 0  
    982      4270.818 DT     0080 Rx 0  
    983      4272.887 DT     0601 Rx 8  2F 01 16 00 00 00 19 5F 
    984      4273.126 DT     0581 Rx 8  60 01 16 00 00 00 00 00 
    985      4274.810 DT     0080 Rx 0  
    986      4278.800 DT     0080 Rx 0  
    987      4282.790 DT     0080 Rx 0  
    988      4286.778 DT     0080 Rx 0  
    989      4290.768 DT     0080 Rx 0  
    990      4294.760 DT     0080 Rx 0  
    991      4298.750 DT     0080 Rx 0  
    992      4302.740 DT     0080 Rx 0  
    993      4306.728 DT     0080 Rx 0  
    994      4310.719 DT     0080 Rx 0  
    995      4314.709 DT     0080 Rx 0  
    996      4318.699 DT     0080 Rx 0  
    997      4322.690 DT     0080 Rx 0  
    998      4324.756 DT     0601 Rx 8  23 01 16 01 20 01 C1 60 
    999      4325.070 DT     0581 Rx 8  60 01 16 01 00 00 00 00 
   1000      4326.677 DT     0080 Rx 0  
   1001      4330.669 DT     0080 Rx 0  
   1002      4334.660 DT     0080 Rx 0  
   1003      4338.650 DT     0080 Rx 0  
   1004      4342.638 DT     0080 Rx 0  
   1005      4346.629 DT     0080 Rx 0  
   1006      4350.618 DT     0080 Rx 0  
   1007      4354.609 DT     0080 Rx 0  
   1008      4358.597 DT     0080 Rx 0  
   1009      4362.587 DT     0080 Rx 0  
   1010      4366.576 DT     0080 Rx 0  
   1011      4370.565 DT     0080 Rx 0  
   1012      4374.555 DT     0080 Rx 0  
   1013      4378.545 DT     0080 Rx 0  
   1014      4382.536 DT     0080 Rx 0  
   1015      4384.604 DT     0601 Rx 8  23 01 16 01 20 01 C1 60 
   1016      4384.940 DT     0581 Rx 8  60 01 16 01 00 00 00 00 
   1017      4386.525 DT     0080 Rx 0  
   1018      4390.516 DT     0080 Rx 0  
   1019      4390.633 DT     0601 Rx 8  23 01 16 02 20 02 C1 60 
   1020      4390.954 DT     0581 Rx 8  60 01 16 02 00 00 00 00 
   1021      4394.505 DT     0080 Rx 0  
   1022      4398.493 DT     0080 Rx 0  
   1023      4402.484 DT     0080 Rx 0  
   1024      4406.474 DT     0080 Rx 0  
   1025      4410.461 DT     0080 Rx 0  
   1026      4414.452 DT     0080 Rx 0  
   1027      4418.444 DT     0080 Rx 0  
   1028      4422.433 DT     0080 Rx 0  
   1029      4426.421 DT     0080 Rx 0  
   1030      4430.412 DT     0080 Rx 0  
   1031      4434.403 DT     0080 Rx 0  
   1032      4438.393 DT     0080 Rx 0  
   1033      4442.381 DT     0080 Rx 0  
   1034      4446.371 DT     0080 Rx 0  
   1035      4450.359 DT     0080 Rx 0  
   1036      4452.327 DT     0601 Rx 8  23 01 16 02 20 02 C1 60 
   1037      4452.609 DT     0581 Rx 8  60 01 16 02 00 00 00 00 
   1038      4454.252 DT     0080 Rx 0  
   1039      4458.240 DT     0080 Rx 0  
   1040      4458.361 DT     0601 Rx 8  2F 01 16 00 02 00 19 5F 
   1041      4459.190 DT     0581 Rx 8  60 01 16 00 00 00 00 00 
   1042      4462.230 DT     0080 Rx 0  
   1043      4466.221 DT     0080 Rx 0  
   1044      4470.210 DT     0080 Rx 0  
   1045      4474.203 DT     0080 Rx 0  
   1046      4478.190 DT     0080 Rx 0  
   1047      4482.180 DT     0080 Rx 0  
   1048      4486.170 DT     0080 Rx 0  
   1049      4490.161 DT     0080 Rx 0  
   1050      4494.151 DT     0080 Rx 0  
   1051      4498.140 DT     0080 Rx 0  
   1052      4502.130 DT     0080 Rx 0  
   1053      4506.122 DT     0080 Rx 0  
   1054      4510.112 DT     0080 Rx 0  
   1055      4510.231 DT     0601 Rx 8  2F 02 16 00 00 00 19 5F 
   1056      4510.583 DT     0581 Rx 8  60 02 16 00 00 00 00 00 
   1057      4514.101 DT     0080 Rx 0  
   1058      4518.091 DT     0080 Rx 0  
   1059      4522.082 DT     0080 Rx 0  
   1060      4526.074 DT     0080 Rx 0  
   1061      4530.065 DT     0080 Rx 0  
   1062      4534.052 DT     0080 Rx 0  
   1063      4538.044 DT     0080 Rx 0  
   1064      4542.033 DT     0080 Rx 0  
   1065      4546.023 DT     0080 Rx 0  
   1066      4550.013 DT     0080 Rx 0  
   1067      4554.001 DT     0080 Rx 0  
   1068      4557.990 DT     0080 Rx 0  
   1069      4560.061 DT     0601 Rx 8  2F 02 16 00 00 00 19 5F 
