;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
    589   2362855.391 DT     0080 Rx 0  
    590   2362865.363 DT     0080 Rx 0  
    591   2362875.335 DT     0080 Rx 0  
    592   2362885.308 DT     0080 Rx 0  
    593   2362895.280 DT     0080 Rx 0  
    594   2362905.255 DT     0080 Rx 0  
    595   2362915.228 DT     0080 Rx 0  
    596   2362925.198 DT     0080 Rx 0  
    597   2362927.096 DT     0701 Rx 1  7F 
    598   2362935.171 DT     0080 Rx 0  
    599   2362945.143 DT     0080 Rx 0  
    600   2362955.115 DT     0080 Rx 0  
    601   2362965.091 DT     0080 Rx 0  
    602   2362975.060 DT     0080 Rx 0  
    603   2362985.034 DT     0080 Rx 0  
    604   2362995.004 DT     0080 Rx 0  
    605   2363004.973 DT     0080 Rx 0  
    606   2363014.946 DT     0080 Rx 0  
    607   2363024.918 DT     0080 Rx 0  
    608   2363034.891 DT     0080 Rx 0  
    609   2363044.863 DT     0080 Rx 0  
    610   2363054.835 DT     0080 Rx 0  
    611   2363064.807 DT     0080 Rx 0  
    612   2363074.780 DT     0080 Rx 0  
    613   2363084.750 DT     0080 Rx 0  
    614   2363094.723 DT     0080 Rx 0  
    615   2363104.695 DT     0080 Rx 0  
    616   2363114.666 DT     0080 Rx 0  
    617   2363124.638 DT     0080 Rx 0  
    618   2363134.610 DT     0080 Rx 0  
    619   2363144.583 DT     0080 Rx 0  
    620   2363154.556 DT     0080 Rx 0  
    621   2363164.529 DT     0080 Rx 0  
    622   2363174.501 DT     0080 Rx 0  
    623   2363184.472 DT     0080 Rx 0  
    624   2363194.443 DT     0080 Rx 0  
    625   2363204.415 DT     0080 Rx 0  
    626   2363214.385 DT     0080 Rx 0  
    627   2363224.360 DT     0080 Rx 0  
    628   2363234.330 DT     0080 Rx 0  
    629   2363244.300 DT     0080 Rx 0  
    630   2363254.270 DT     0080 Rx 0  
    631   2363264.242 DT     0080 Rx 0  
    632   2363274.114 DT     0080 Rx 0  
    633   2363284.084 DT     0080 Rx 0  
    634   2363294.057 DT     0080 Rx 0  
    635   2363304.026 DT     0080 Rx 0  
    636   2363313.999 DT     0080 Rx 0  
    637   2363323.968 DT     0080 Rx 0  
    638   2363333.940 DT     0080 Rx 0  
    639   2363343.910 DT     0080 Rx 0  
    640   2363353.881 DT     0080 Rx 0  
    641   2363363.853 DT     0080 Rx 0  
    642   2363373.824 DT     0080 Rx 0  
    643   2363383.794 DT     0080 Rx 0  
    644   2363393.767 DT     0080 Rx 0  
    645   2363403.736 DT     0080 Rx 0  
    646   2363413.706 DT     0080 Rx 0  
    647   2363423.679 DT     0080 Rx 0  
    648   2363433.649 DT     0080 Rx 0  
    649   2363443.621 DT     0080 Rx 0  
    650   2363453.591 DT     0080 Rx 0  
    651   2363463.566 DT     0080 Rx 0  
    652   2363473.538 DT     0080 Rx 0  
    653   2363483.508 DT     0080 Rx 0  
    654   2363493.481 DT     0080 Rx 0  
    655   2363503.454 DT     0080 Rx 0  
    656   2363513.424 DT     0080 Rx 0  
    657   2363523.397 DT     0080 Rx 0  
    658   2363533.370 DT     0080 Rx 0  
    659   2363543.342 DT     0080 Rx 0  
    660   2363553.315 DT     0080 Rx 0  
    661   2363563.290 DT     0080 Rx 0  
    662   2363573.263 DT     0080 Rx 0  
    663   2363583.236 DT     0080 Rx 0  
    664   2363593.209 DT     0080 Rx 0  
    665   2363603.181 DT     0080 Rx 0  
    666   2363609.060 DT     0717 Rx 1  7F 
    667   2363613.155 DT     0080 Rx 0  
    668   2363623.127 DT     0080 Rx 0  
    669   2363633.101 DT     0080 Rx 0  
    670   2363643.074 DT     0080 Rx 0  
    671   2363653.046 DT     0080 Rx 0  
    672   2363663.020 DT     0080 Rx 0  
    673   2363672.993 DT     0080 Rx 0  
    674   2363682.964 DT     0080 Rx 0  
    675   2363692.936 DT     0080 Rx 0  
    676   2363702.909 DT     0080 Rx 0  
    677   2363712.881 DT     0080 Rx 0  
    678   2363722.853 DT     0080 Rx 0  
    679   2363732.825 DT     0080 Rx 0  
    680   2363742.797 DT     0080 Rx 0  
    681   2363752.770 DT     0080 Rx 0  
    682   2363762.740 DT     0080 Rx 0  
    683   2363772.713 DT     0080 Rx 0  
    684   2363782.685 DT     0080 Rx 0  
    685   2363792.656 DT     0080 Rx 0  
    686   2363802.627 DT     0080 Rx 0  
    687   2363812.602 DT     0080 Rx 0  
    688   2363822.575 DT     0080 Rx 0  
    689   2363832.549 DT     0080 Rx 0  
    690   2363842.524 DT     0080 Rx 0  
    691   2363852.493 DT     0080 Rx 0  
    692   2363862.466 DT     0080 Rx 0  
    693   2363872.436 DT     0080 Rx 0  
    694   2363882.407 DT     0080 Rx 0  
    695   2363892.380 DT     0080 Rx 0  
    696   2363902.352 DT     0080 Rx 0  
    697   2363912.324 DT     0080 Rx 0  
    698   2363922.296 DT     0080 Rx 0  
    699   2363925.893 DT     0701 Rx 1  7F 
    700   2363932.267 DT     0080 Rx 0  
    701   2363942.239 DT     0080 Rx 0  
    702   2363952.211 DT     0080 Rx 0  
    703   2363962.182 DT     0080 Rx 0  
    704   2363972.155 DT     0080 Rx 0  
    705   2363982.126 DT     0080 Rx 0  
    706   2363992.098 DT     0080 Rx 0  
    707   2364002.073 DT     0080 Rx 0  
    708   2364012.043 DT     0080 Rx 0  
    709   2364022.016 DT     0080 Rx 0  
    710   2364031.989 DT     0080 Rx 0  
    711   2364041.961 DT     0080 Rx 0  
    712   2364051.934 DT     0080 Rx 0  
    713   2364061.905 DT     0080 Rx 0  
    714   2364071.877 DT     0080 Rx 0  
    715   2364081.848 DT     0080 Rx 0  
    716   2364091.821 DT     0080 Rx 0  
    717   2364101.796 DT     0080 Rx 0  
    718   2364111.769 DT     0080 Rx 0  
    719   2364121.742 DT     0080 Rx 0  
    720   2364131.718 DT     0080 Rx 0  
    721   2364141.690 DT     0080 Rx 0  
    722   2364151.665 DT     0080 Rx 0  
    723   2364161.638 DT     0080 Rx 0  
    724   2364171.610 DT     0080 Rx 0  
    725   2364181.584 DT     0080 Rx 0  
    726   2364191.557 DT     0080 Rx 0  
    727   2364201.533 DT     0080 Rx 0  
    728   2364211.505 DT     0080 Rx 0  
    729   2364221.479 DT     0080 Rx 0  
    730   2364231.451 DT     0080 Rx 0  
    731   2364241.423 DT     0080 Rx 0  
    732   2364251.396 DT     0080 Rx 0  
    733   2364261.371 DT     0080 Rx 0  
    734   2364271.243 DT     0080 Rx 0  
    735   2364281.216 DT     0080 Rx 0  
    736   2364291.186 DT     0080 Rx 0  
    737   2364301.159 DT     0080 Rx 0  
    738   2364311.131 DT     0080 Rx 0  
    739   2364321.105 DT     0080 Rx 0  
    740   2364331.076 DT     0080 Rx 0  
    741   2364341.050 DT     0080 Rx 0  
    742   2364351.025 DT     0080 Rx 0  
    743   2364360.998 DT     0080 Rx 0  
    744   2364370.971 DT     0080 Rx 0  
    745   2364380.944 DT     0080 Rx 0  
    746   2364390.917 DT     0080 Rx 0  
    747   2364400.889 DT     0080 Rx 0  
    748   2364410.861 DT     0080 Rx 0  
    749   2364420.833 DT     0080 Rx 0  
    750   2364430.806 DT     0080 Rx 0  
    751   2364440.779 DT     0080 Rx 0  
    752   2364450.750 DT     0080 Rx 0  
    753   2364460.721 DT     0080 Rx 0  
    754   2364470.693 DT     0080 Rx 0  
    755   2364480.666 DT     0080 Rx 0  
    756   2364490.638 DT     0080 Rx 0  
    757   2364500.611 DT     0080 Rx 0  
    758   2364510.581 DT     0080 Rx 0  
    759   2364520.554 DT     0080 Rx 0  
    760   2364530.523 DT     0080 Rx 0  
    761   2364540.494 DT     0080 Rx 0  
    762   2364550.467 DT     0080 Rx 0  
    763   2364560.439 DT     0080 Rx 0  
    764   2364570.411 DT     0080 Rx 0  
    765   2364580.382 DT     0080 Rx 0  
    766   2364590.351 DT     0080 Rx 0  
    767   2364600.322 DT     0080 Rx 0  
    768   2364608.288 DT     0717 Rx 1  7F 
    769   2364610.296 DT     0080 Rx 0  
    770   2364620.268 DT     0080 Rx 0  
    771   2364630.238 DT     0080 Rx 0  
    772   2364640.211 DT     0080 Rx 0  
    773   2364650.183 DT     0080 Rx 0  
    774   2364660.156 DT     0080 Rx 0  
    775   2364670.131 DT     0080 Rx 0  
    776   2364680.102 DT     0080 Rx 0  
    777   2364690.074 DT     0080 Rx 0  
    778   2364700.046 DT     0080 Rx 0  
    779   2364710.017 DT     0080 Rx 0  
    780   2364719.987 DT     0080 Rx 0  
    781   2364729.961 DT     0080 Rx 0  
    782   2364739.930 DT     0080 Rx 0  
    783   2364749.903 DT     0080 Rx 0  
    784   2364759.876 DT     0080 Rx 0  
    785   2364769.848 DT     0080 Rx 0  
    786   2364779.821 DT     0080 Rx 0  
    787   2364789.794 DT     0080 Rx 0  
    788   2364799.769 DT     0080 Rx 0  
    789   2364809.741 DT     0080 Rx 0  
    790   2364819.713 DT     0080 Rx 0  
    791   2364829.686 DT     0080 Rx 0  
    792   2364839.658 DT     0080 Rx 0  
    793   2364849.627 DT     0080 Rx 0  
    794   2364859.599 DT     0080 Rx 0  
    795   2364869.572 DT     0080 Rx 0  
    796   2364879.545 DT     0080 Rx 0  
    797   2364889.517 DT     0080 Rx 0  
    798   2364899.492 DT     0080 Rx 0  
    799   2364909.464 DT     0080 Rx 0  
    800   2364919.434 DT     0080 Rx 0  
    801   2364924.660 DT     0701 Rx 1  7F 
    802   2364929.406 DT     0080 Rx 0  
    803   2364939.381 DT     0080 Rx 0  
    804   2364949.359 DT     0080 Rx 0  
    805   2364959.332 DT     0080 Rx 0  
    806   2364969.308 DT     0080 Rx 0  
    807   2364979.283 DT     0080 Rx 0  
    808   2364989.255 DT     0080 Rx 0  
    809   2364999.227 DT     0080 Rx 0  
    810   2365009.200 DT     0080 Rx 0  
    811   2365019.174 DT     0080 Rx 0  
    812   2365029.149 DT     0080 Rx 0  
    813   2365039.122 DT     0080 Rx 0  
    814   2365049.098 DT     0080 Rx 0  
    815   2365059.070 DT     0080 Rx 0  
    816   2365069.044 DT     0080 Rx 0  
    817   2365079.019 DT     0080 Rx 0  
    818   2365088.993 DT     0080 Rx 0  
    819   2365098.969 DT     0080 Rx 0  
    820   2365108.944 DT     0080 Rx 0  
    821   2365118.918 DT     0080 Rx 0  
    822   2365128.894 DT     0080 Rx 0  
    823   2365138.866 DT     0080 Rx 0  
    824   2365148.842 DT     0080 Rx 0  
    825   2365158.817 DT     0080 Rx 0  
    826   2365168.795 DT     0080 Rx 0  
    827   2365178.770 DT     0080 Rx 0  
    828   2365188.745 DT     0080 Rx 0  
    829   2365198.720 DT     0080 Rx 0  
    830   2365208.694 DT     0080 Rx 0  
    831   2365218.669 DT     0080 Rx 0  
    832   2365228.642 DT     0080 Rx 0  
    833   2365238.614 DT     0080 Rx 0  
    834   2365248.586 DT     0080 Rx 0  
    835   2365258.562 DT     0080 Rx 0  
    836   2365268.434 DT     0080 Rx 0  
    837   2365278.409 DT     0080 Rx 0  
    838   2365288.385 DT     0080 Rx 0  
    839   2365298.359 DT     0080 Rx 0  
    840   2365308.334 DT     0080 Rx 0  
    841   2365318.307 DT     0080 Rx 0  
    842   2365328.280 DT     0080 Rx 0  
    843   2365338.257 DT     0080 Rx 0  
    844   2365348.230 DT     0080 Rx 0  
    845   2365358.202 DT     0080 Rx 0  
    846   2365368.178 DT     0080 Rx 0  
    847   2365378.149 DT     0080 Rx 0  
    848   2365388.125 DT     0080 Rx 0  
    849   2365398.101 DT     0080 Rx 0  
    850   2365408.075 DT     0080 Rx 0  
    851   2365418.050 DT     0080 Rx 0  
    852   2365428.025 DT     0080 Rx 0  
    853   2365437.998 DT     0080 Rx 0  
    854   2365447.973 DT     0080 Rx 0  
    855   2365457.948 DT     0080 Rx 0  
    856   2365467.923 DT     0080 Rx 0  
    857   2365477.896 DT     0080 Rx 0  
    858   2365487.872 DT     0080 Rx 0  
    859   2365497.844 DT     0080 Rx 0  
    860   2365507.813 DT     0080 Rx 0  
    861   2365517.787 DT     0080 Rx 0  
    862   2365527.757 DT     0080 Rx 0  
    863   2365537.730 DT     0080 Rx 0  
    864   2365547.705 DT     0080 Rx 0  
    865   2365557.681 DT     0080 Rx 0  
    866   2365567.656 DT     0080 Rx 0  
    867   2365577.629 DT     0080 Rx 0  
    868   2365587.604 DT     0080 Rx 0  
    869   2365597.579 DT     0080 Rx 0  
    870   2365607.511 DT     0717 Rx 1  7F 
    871   2365607.563 DT     0080 Rx 0  
    872   2365617.526 DT     0080 Rx 0  
    873   2365627.498 DT     0080 Rx 0  
    874   2365637.470 DT     0080 Rx 0  
    875   2365647.442 DT     0080 Rx 0  
    876   2365657.415 DT     0080 Rx 0  
    877   2365667.391 DT     0080 Rx 0  
    878   2365677.367 DT     0080 Rx 0  
    879   2365687.339 DT     0080 Rx 0  
    880   2365697.314 DT     0080 Rx 0  
    881   2365707.287 DT     0080 Rx 0  
    882   2365717.260 DT     0080 Rx 0  
    883   2365727.233 DT     0080 Rx 0  
    884   2365737.207 DT     0080 Rx 0  
    885   2365747.180 DT     0080 Rx 0  
    886   2365757.152 DT     0080 Rx 0  
    887   2365767.123 DT     0080 Rx 0  
    888   2365770.189 DT     0601 Rx 8  2F 60 60 00 08 00 40 8C 
    889   2365770.456 DT     0581 Rx 8  60 60 60 00 00 00 00 00 
    890   2365777.098 DT     0080 Rx 0  
    891   2365787.070 DT     0080 Rx 0  
    892   2365797.045 DT     0080 Rx 0  
    893   2365807.016 DT     0080 Rx 0  
    894   2365816.989 DT     0080 Rx 0  
    895   2365826.964 DT     0080 Rx 0  
    896   2365836.939 DT     0080 Rx 0  
    897   2365846.912 DT     0080 Rx 0  
    898   2365856.887 DT     0080 Rx 0  
    899   2365866.862 DT     0080 Rx 0  
    900   2365876.837 DT     0080 Rx 0  
    901   2365886.810 DT     0080 Rx 0  
    902   2365896.784 DT     0080 Rx 0  
    903   2365906.759 DT     0080 Rx 0  
    904   2365916.734 DT     0080 Rx 0  
    905   2365923.434 DT     0701 Rx 1  7F 
    906   2365926.706 DT     0080 Rx 0  
    907   2365936.681 DT     0080 Rx 0  
    908   2365946.656 DT     0080 Rx 0  
    909   2365956.629 DT     0080 Rx 0  
    910   2365966.601 DT     0080 Rx 0  
    911   2365976.576 DT     0080 Rx 0  
    912   2365986.550 DT     0080 Rx 0  
    913   2365996.523 DT     0080 Rx 0  
    914   2366006.497 DT     0080 Rx 0  
    915   2366016.469 DT     0080 Rx 0  
    916   2366026.441 DT     0080 Rx 0  
    917   2366036.415 DT     0080 Rx 0  
    918   2366046.390 DT     0080 Rx 0  
    919   2366056.363 DT     0080 Rx 0  
    920   2366066.339 DT     0080 Rx 0  
    921   2366076.311 DT     0080 Rx 0  
    922   2366086.287 DT     0080 Rx 0  
    923   2366096.262 DT     0080 Rx 0  
    924   2366106.237 DT     0080 Rx 0  
    925   2366116.212 DT     0080 Rx 0  
    926   2366126.186 DT     0080 Rx 0  
    927   2366136.159 DT     0080 Rx 0  
    928   2366146.132 DT     0080 Rx 0  
    929   2366156.106 DT     0080 Rx 0  
    930   2366166.078 DT     0080 Rx 0  
    931   2366176.048 DT     0080 Rx 0  
    932   2366186.024 DT     0080 Rx 0  
    933   2366195.996 DT     0080 Rx 0  
    934   2366205.968 DT     0080 Rx 0  
    935   2366215.940 DT     0080 Rx 0  
    936   2366225.913 DT     0080 Rx 0  
    937   2366235.886 DT     0080 Rx 0  
    938   2366245.861 DT     0080 Rx 0  
    939   2366255.833 DT     0080 Rx 0  
    940   2366265.806 DT     0080 Rx 0  
    941   2366275.682 DT     0080 Rx 0  
    942   2366285.654 DT     0080 Rx 0  
    943   2366295.629 DT     0080 Rx 0  
    944   2366305.601 DT     0080 Rx 0  
    945   2366315.574 DT     0080 Rx 0  
    946   2366325.549 DT     0080 Rx 0  
    947   2366335.523 DT     0080 Rx 0  
    948   2366345.496 DT     0080 Rx 0  
    949   2366355.468 DT     0080 Rx 0  
    950   2366365.444 DT     0080 Rx 0  
    951   2366375.416 DT     0080 Rx 0  
    952   2366385.391 DT     0080 Rx 0  
    953   2366395.364 DT     0080 Rx 0  
    954   2366405.337 DT     0080 Rx 0  
    955   2366415.311 DT     0080 Rx 0  
    956   2366425.286 DT     0080 Rx 0  
    957   2366435.261 DT     0080 Rx 0  
    958   2366445.234 DT     0080 Rx 0  
    959   2366455.209 DT     0080 Rx 0  
    960   2366465.184 DT     0080 Rx 0  
    961   2366475.159 DT     0080 Rx 0  
    962   2366485.135 DT     0080 Rx 0  
    963   2366495.107 DT     0080 Rx 0  
    964   2366505.082 DT     0080 Rx 0  
    965   2366515.055 DT     0080 Rx 0  
    966   2366525.030 DT     0080 Rx 0  
    967   2366535.005 DT     0080 Rx 0  
    968   2366544.976 DT     0080 Rx 0  
    969   2366554.951 DT     0080 Rx 0  
    970   2366564.926 DT     0080 Rx 0  
    971   2366574.899 DT     0080 Rx 0  
    972   2366584.875 DT     0080 Rx 0  
    973   2366594.848 DT     0080 Rx 0  
    974   2366604.821 DT     0080 Rx 0  
    975   2366606.736 DT     0717 Rx 1  7F 
    976   2366614.795 DT     0080 Rx 0  
    977   2366624.770 DT     0080 Rx 0  
    978   2366634.743 DT     0080 Rx 0  
    979   2366644.715 DT     0080 Rx 0  
    980   2366654.689 DT     0080 Rx 0  
    981   2366664.665 DT     0080 Rx 0  
    982   2366674.639 DT     0080 Rx 0  
    983   2366684.614 DT     0080 Rx 0  
    984   2366694.587 DT     0080 Rx 0  
    985   2366704.560 DT     0080 Rx 0  
    986   2366714.535 DT     0080 Rx 0  
    987   2366724.508 DT     0080 Rx 0  
    988   2366734.481 DT     0080 Rx 0  
    989   2366744.454 DT     0080 Rx 0  
    990   2366754.429 DT     0080 Rx 0  
    991   2366764.402 DT     0080 Rx 0  
    992   2366774.377 DT     0080 Rx 0  
    993   2366784.349 DT     0080 Rx 0  
    994   2366794.325 DT     0080 Rx 0  
    995   2366804.299 DT     0080 Rx 0  
    996   2366814.272 DT     0080 Rx 0  
    997   2366824.244 DT     0080 Rx 0  
    998   2366834.219 DT     0080 Rx 0  
    999   2366844.195 DT     0080 Rx 0  
   1000   2366854.170 DT     0080 Rx 0  
   1001   2366864.143 DT     0080 Rx 0  
   1002   2366874.115 DT     0080 Rx 0  
   1003   2366884.089 DT     0080 Rx 0  
   1004   2366894.062 DT     0080 Rx 0  
   1005   2366904.037 DT     0080 Rx 0  
   1006   2366914.012 DT     0080 Rx 0  
   1007   2366922.185 DT     0701 Rx 1  7F 
   1008   2366923.986 DT     0080 Rx 0  
   1009   2366933.958 DT     0080 Rx 0  
   1010   2366943.930 DT     0080 Rx 0  
   1011   2366953.905 DT     0080 Rx 0  
   1012   2366963.881 DT     0080 Rx 0  
   1013   2366973.854 DT     0080 Rx 0  
   1014   2366983.825 DT     0080 Rx 0  
   1015   2366993.797 DT     0080 Rx 0  
   1016   2367003.772 DT     0080 Rx 0  
   1017   2367013.745 DT     0080 Rx 0  
   1018   2367023.715 DT     0080 Rx 0  
   1019   2367033.690 DT     0080 Rx 0  
   1020   2367043.662 DT     0080 Rx 0  
   1021   2367053.634 DT     0080 Rx 0  
   1022   2367063.608 DT     0080 Rx 0  
   1023   2367073.583 DT     0080 Rx 0  
   1024   2367083.559 DT     0080 Rx 0  
   1025   2367093.531 DT     0080 Rx 0  
   1026   2367103.507 DT     0080 Rx 0  
   1027   2367113.479 DT     0080 Rx 0  
   1028   2367123.452 DT     0080 Rx 0  
   1029   2367133.425 DT     0080 Rx 0  
   1030   2367143.397 DT     0080 Rx 0  
   1031   2367153.370 DT     0080 Rx 0  
   1032   2367163.343 DT     0080 Rx 0  
   1033   2367173.315 DT     0080 Rx 0  
   1034   2367183.288 DT     0080 Rx 0  
   1035   2367193.263 DT     0080 Rx 0  
   1036   2367203.234 DT     0080 Rx 0  
   1037   2367213.207 DT     0080 Rx 0  
   1038   2367223.180 DT     0080 Rx 0  
   1039   2367233.151 DT     0080 Rx 0  
   1040   2367243.123 DT     0080 Rx 0  
   1041   2367253.095 DT     0080 Rx 0  
   1042   2367263.066 DT     0080 Rx 0  
   1043   2367272.940 DT     0080 Rx 0  
   1044   2367282.911 DT     0080 Rx 0  
   1045   2367292.883 DT     0080 Rx 0  
   1046   2367302.857 DT     0080 Rx 0  
   1047   2367312.829 DT     0080 Rx 0  
   1048   2367322.803 DT     0080 Rx 0  
   1049   2367332.776 DT     0080 Rx 0  
   1050   2367342.749 DT     0080 Rx 0  
   1051   2367352.724 DT     0080 Rx 0  
   1052   2367362.699 DT     0080 Rx 0  
   1053   2367372.669 DT     0080 Rx 0  
   1054   2367382.644 DT     0080 Rx 0  
   1055   2367392.617 DT     0080 Rx 0  
   1056   2367402.593 DT     0080 Rx 0  
   1057   2367412.568 DT     0080 Rx 0  
   1058   2367422.540 DT     0080 Rx 0  
   1059   2367432.516 DT     0080 Rx 0  
   1060   2367442.489 DT     0080 Rx 0  
   1061   2367452.461 DT     0080 Rx 0  
   1062   2367462.432 DT     0080 Rx 0  
   1063   2367472.404 DT     0080 Rx 0  
   1064   2367482.379 DT     0080 Rx 0  
   1065   2367492.351 DT     0080 Rx 0  
   1066   2367502.324 DT     0080 Rx 0  
   1067   2367512.297 DT     0080 Rx 0  
   1068   2367522.272 DT     0080 Rx 0  
   1069   2367532.247 DT     0080 Rx 0  
   1070   2367542.220 DT     0080 Rx 0  
   1071   2367552.192 DT     0080 Rx 0  
   1072   2367562.165 DT     0080 Rx 0  
   1073   2367572.138 DT     0080 Rx 0  
   1074   2367582.111 DT     0080 Rx 0  
   1075   2367592.082 DT     0080 Rx 0  
   1076   2367602.055 DT     0080 Rx 0  
   1077   2367605.963 DT     0717 Rx 1  7F 
   1078   2367612.029 DT     0080 Rx 0  
   1079   2367622.004 DT     0080 Rx 0  
   1080   2367631.977 DT     0080 Rx 0  
   1081   2367641.951 DT     0080 Rx 0  
   1082   2367651.924 DT     0080 Rx 0  
   1083   2367661.896 DT     0080 Rx 0  
   1084   2367671.872 DT     0080 Rx 0  
   1085   2367681.846 DT     0080 Rx 0  
