;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   1696     13463.434 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1697     13463.561 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1698     13472.958 DT     0080 Rx 0  
   1699     13473.410 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1700     13473.534 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1701     13482.930 DT     0080 Rx 0  
   1702     13483.277 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1703     13483.404 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1704     13492.907 DT     0080 Rx 0  
   1705     13493.379 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1706     13493.506 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1707     13502.880 DT     0080 Rx 0  
   1708     13503.366 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1709     13503.493 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1710     13512.857 DT     0080 Rx 0  
   1711     13513.357 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1712     13513.482 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1713     13522.831 DT     0080 Rx 0  
   1714     13523.353 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1715     13523.478 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1716     13532.807 DT     0080 Rx 0  
   1717     13533.370 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1718     13533.495 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1719     13542.784 DT     0080 Rx 0  
   1720     13543.350 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1721     13543.478 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1722     13552.758 DT     0080 Rx 0  
   1723     13553.230 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1724     13553.352 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1725     13562.734 DT     0080 Rx 0  
   1726     13563.325 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1727     13563.446 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1728     13572.709 DT     0080 Rx 0  
   1729     13573.209 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1730     13573.336 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1731     13582.683 DT     0080 Rx 0  
   1732     13583.296 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1733     13583.423 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1734     13592.659 DT     0080 Rx 0  
   1735     13593.360 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1736     13593.482 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1737     13602.636 DT     0080 Rx 0  
   1738     13603.305 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1739     13603.432 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1740     13612.610 DT     0080 Rx 0  
   1741     13613.341 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1742     13613.466 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1743     13622.589 DT     0080 Rx 0  
   1744     13623.202 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1745     13623.324 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1746     13632.564 DT     0080 Rx 0  
   1747     13633.313 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1748     13633.440 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1749     13642.542 DT     0080 Rx 0  
   1750     13643.314 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1751     13643.441 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1752     13652.515 DT     0080 Rx 0  
   1753     13653.172 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1754     13653.300 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1755     13662.492 DT     0080 Rx 0  
   1756     13663.265 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1757     13663.386 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1758     13672.469 DT     0080 Rx 0  
   1759     13673.256 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1760     13673.383 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1761     13682.444 DT     0080 Rx 0  
   1762     13683.283 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1763     13683.409 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1764     13692.420 DT     0080 Rx 0  
   1765     13693.288 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1766     13693.415 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1767     13702.396 DT     0080 Rx 0  
   1768     13703.246 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1769     13703.371 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1770     13712.371 DT     0080 Rx 0  
   1771     13713.120 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1772     13713.246 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1773     13722.346 DT     0080 Rx 0  
   1774     13723.213 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1775     13723.339 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1776     13732.319 DT     0080 Rx 0  
   1777     13733.126 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1778     13733.251 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1779     13742.293 DT     0080 Rx 0  
   1780     13743.110 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1781     13743.237 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1782     13752.268 DT     0080 Rx 0  
   1783     13753.199 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1784     13753.322 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1785     13762.241 DT     0080 Rx 0  
   1786     13763.113 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1787     13763.240 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1788     13772.215 DT     0080 Rx 0  
   1789     13773.179 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1790     13773.306 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1791     13782.191 DT     0080 Rx 0  
   1792     13783.184 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1793     13783.308 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1794     13792.166 DT     0080 Rx 0  
   1795     13793.231 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1796     13793.358 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1797     13802.140 DT     0080 Rx 0  
   1798     13803.069 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1799     13803.194 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1800     13812.115 DT     0080 Rx 0  
   1801     13813.159 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1802     13813.285 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1803     13822.086 DT     0080 Rx 0  
   1804     13823.069 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1805     13823.196 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1806     13832.062 DT     0080 Rx 0  
   1807     13833.179 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1808     13833.309 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1809     13842.039 DT     0080 Rx 0  
   1810     13843.157 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1811     13843.286 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1812     13852.014 DT     0080 Rx 0  
   1813     13853.169 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1814     13853.294 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1815     13861.988 DT     0080 Rx 0  
   1816     13863.163 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1817     13863.290 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1818     13871.963 DT     0080 Rx 0  
   1819     13873.027 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1820     13873.154 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1821     13881.939 DT     0080 Rx 0  
   1822     13883.127 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1823     13883.252 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1824     13891.912 DT     0080 Rx 0  
   1825     13893.147 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1826     13893.274 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1827     13901.885 DT     0080 Rx 0  
   1828     13903.105 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1829     13903.229 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1830     13905.966 DT     0701 Rx 1  05 
   1831     13911.859 DT     0080 Rx 0  
   1832     13913.013 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1833     13913.139 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1834     13921.833 DT     0080 Rx 0  
   1835     13922.999 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1836     13923.126 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1837     13931.811 DT     0080 Rx 0  
   1838     13933.086 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1839     13933.207 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1840     13941.787 DT     0080 Rx 0  
   1841     13942.997 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1842     13943.124 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1843     13951.761 DT     0080 Rx 0  
   1844     13952.984 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1845     13953.108 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1846     13961.736 DT     0080 Rx 0  
   1847     13961.988 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1848     13962.116 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1849     13971.710 DT     0080 Rx 0  
   1850     13971.975 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1851     13972.100 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1852     13981.685 DT     0080 Rx 0  
   1853     13982.073 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1854     13982.197 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1855     13991.659 DT     0080 Rx 0  
   1856     13992.057 DT     0181 Rx 8  00 80 37 92 76 FF 01 00 
   1857     13992.181 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1858     14001.636 DT     0080 Rx 0  
   1859     14002.105 DT     0181 Rx 8  00 80 37 92 77 FF 01 00 
   1860     14002.230 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1861     14002.695 DT     0201 Rx 6  0F 00 00 00 32 00 
   1862     14011.610 DT     0080 Rx 0  
   1863     14011.952 DT     0181 Rx 8  00 80 37 92 50 C3 01 00 
   1864     14012.073 DT     0281 Rx 8  00 00 00 00 28 D2 CE FF 
   1865     14012.669 DT     0201 Rx 6  0F 00 7E FF 31 00 
   1866     14021.586 DT     0080 Rx 0  
   1867     14021.943 DT     0181 Rx 8  00 80 37 92 C4 9A 01 00 
   1868     14022.065 DT     0281 Rx 8  00 00 00 00 58 D8 1F 00 
   1869     14022.642 DT     0201 Rx 6  0F 00 FA FD 31 00 
   1870     14031.559 DT     0080 Rx 0  
   1871     14032.055 DT     0181 Rx 8  00 80 37 92 37 18 02 00 
   1872     14032.177 DT     0281 Rx 8  00 00 00 00 68 F8 35 00 
   1873     14032.616 DT     0201 Rx 6  0F 00 73 FB 31 00 
   1874     14041.533 DT     0080 Rx 0  
   1875     14042.023 DT     0181 Rx 8  00 80 37 92 57 AA 02 00 
   1876     14042.145 DT     0281 Rx 8  00 00 00 00 E8 0C 3D 00 
   1877     14042.587 DT     0201 Rx 6  0F 00 EA F7 31 00 
   1878     14051.509 DT     0080 Rx 0  
   1879     14052.063 DT     0181 Rx 8  00 80 37 92 26 42 03 00 
   1880     14052.185 DT     0281 Rx 8  00 00 00 00 80 D0 3B 00 
   1881     14052.564 DT     0201 Rx 6  0F 00 5E F3 31 00 
   1882     14061.484 DT     0080 Rx 0  
   1883     14062.021 DT     0181 Rx 8  00 80 37 92 28 DB 03 00 
   1884     14062.140 DT     0281 Rx 8  00 00 00 00 00 8C 3C 00 
   1885     14062.541 DT     0201 Rx 6  0F 00 D1 ED 31 00 
   1886     14071.460 DT     0080 Rx 0  
   1887     14071.899 DT     0181 Rx 8  00 80 37 92 BC 73 04 00 
   1888     14072.019 DT     0281 Rx 8  00 00 00 00 30 96 39 00 
   1889     14072.519 DT     0201 Rx 6  0F 00 41 E7 31 00 
   1890     14081.434 DT     0080 Rx 0  
   1891     14081.914 DT     0181 Rx 8  00 80 37 92 72 0C 05 00 
   1892     14082.036 DT     0281 Rx 8  00 00 00 00 00 0F 3C 00 
   1893     14082.491 DT     0201 Rx 6  0F 00 AF DF 31 00 
   1894     14091.409 DT     0080 Rx 0  
   1895     14092.029 DT     0181 Rx 8  00 80 37 92 AD A4 05 00 
   1896     14092.148 DT     0281 Rx 8  00 00 00 00 40 3A 3A 00 
   1897     14092.468 DT     0201 Rx 6  0F 00 1C D7 31 00 
   1898     14101.383 DT     0080 Rx 0  
   1899     14101.892 DT     0181 Rx 8  00 80 37 92 FF 3C 06 00 
   1900     14102.011 DT     0281 Rx 8  00 00 00 00 50 E4 39 00 
   1901     14102.437 DT     0201 Rx 6  0F 00 88 CD 31 00 
   1902     14111.357 DT     0080 Rx 0  
   1903     14111.878 DT     0181 Rx 8  00 80 37 92 A4 D5 06 00 
   1904     14112.000 DT     0281 Rx 8  00 00 00 00 08 DE 3C 00 
   1905     14112.413 DT     0201 Rx 6  0F 00 F3 C2 31 00 
   1906     14121.331 DT     0080 Rx 0  
   1907     14121.967 DT     0181 Rx 8  00 80 37 92 D1 6E 07 00 
   1908     14122.089 DT     0281 Rx 8  00 00 00 00 10 3C 3B 00 
   1909     14122.389 DT     0201 Rx 6  0F 00 5F B7 31 00 
   1910     14131.307 DT     0080 Rx 0  
   1911     14132.002 DT     0181 Rx 8  00 80 37 92 5F 08 08 00 
   1912     14132.122 DT     0281 Rx 8  00 00 00 00 78 66 3F 00 
   1913     14132.362 DT     0201 Rx 6  0F 00 CA AA 31 00 
   1914     14141.282 DT     0080 Rx 0  
   1915     14141.882 DT     0181 Rx 8  00 80 37 92 F7 9F 08 00 
   1916     14142.004 DT     0281 Rx 8  00 00 00 00 30 8A 3B 00 
   1917     14142.338 DT     0201 Rx 6  0F 00 36 9D 31 00 
   1918     14151.257 DT     0080 Rx 0  
   1919     14151.954 DT     0181 Rx 8  00 80 37 92 19 39 09 00 
   1920     14152.079 DT     0281 Rx 8  00 00 00 00 D8 68 3C 00 
   1921     14152.311 DT     0201 Rx 6  0F 00 A3 8E 31 00 
   1922     14161.228 DT     0080 Rx 0  
   1923     14161.862 DT     0181 Rx 8  00 80 37 92 92 D1 09 00 
   1924     14161.983 DT     0281 Rx 8  00 00 00 00 98 49 3C 00 
   1925     14162.286 DT     0201 Rx 6  0F 00 12 7F 31 00 
   1926     14171.205 DT     0080 Rx 0  
   1927     14171.982 DT     0181 Rx 8  00 80 37 92 46 6A 0A 00 
   1928     14172.105 DT     0281 Rx 8  00 00 00 00 20 69 3A 00 
   1929     14172.260 DT     0201 Rx 6  0F 00 84 6E 31 00 
   1930     14181.181 DT     0080 Rx 0  
   1931     14181.956 DT     0181 Rx 8  00 80 37 92 4A 02 0B 00 
   1932     14182.083 DT     0281 Rx 8  00 00 00 00 80 BE 3E 00 
   1933     14182.237 DT     0201 Rx 6  0F 00 F8 5C 31 00 
   1934     14191.156 DT     0080 Rx 0  
   1935     14191.947 DT     0181 Rx 8  00 80 37 92 8B 9A 0B 00 
   1936     14192.069 DT     0281 Rx 8  00 00 00 00 70 B5 39 00 
   1937     14192.214 DT     0201 Rx 6  0F 00 71 4A 31 00 
   1938     14201.032 DT     0080 Rx 0  
   1939     14201.820 DT     0181 Rx 8  00 80 37 92 02 34 0C 00 
   1940     14201.942 DT     0281 Rx 8  00 00 00 00 60 88 3A 00 
   1941     14202.087 DT     0201 Rx 6  0F 00 EE 36 31 00 
   1942     14211.008 DT     0080 Rx 0  
   1943     14211.845 DT     0181 Rx 8  00 80 37 92 75 CB 0C 00 
   1944     14211.965 DT     0281 Rx 8  00 00 00 00 C8 D0 39 00 
   1945     14212.067 DT     0201 Rx 6  0F 00 71 22 31 00 
   1946     14220.986 DT     0080 Rx 0  
   1947     14221.714 DT     0181 Rx 8  00 80 37 92 3C 64 0D 00 
   1948     14221.836 DT     0281 Rx 8  00 00 00 00 10 BF 3A 00 
   1949     14222.044 DT     0201 Rx 6  0F 00 FA 0C 31 00 
   1950     14230.961 DT     0080 Rx 0  
   1951     14231.818 DT     0181 Rx 8  00 80 37 92 C3 FD 0D 00 
   1952     14231.940 DT     0281 Rx 8  00 00 00 00 48 7A 3D 00 
   1953     14232.038 DT     0201 Rx 6  0F 00 8A F6 30 00 
   1954     14240.937 DT     0080 Rx 0  
   1955     14241.850 DT     0181 Rx 8  00 80 37 92 91 95 0E 00 
   1956     14241.971 DT     0281 Rx 8  00 00 00 00 E8 18 3B 00 
   1957     14242.076 DT     0201 Rx 6  0F 00 22 DF 30 00 
   1958     14250.911 DT     0080 Rx 0  
   1959     14251.713 DT     0181 Rx 8  00 80 37 92 25 2E 0F 00 
   1960     14251.835 DT     0281 Rx 8  00 00 00 00 18 88 3C 00 
   1961     14251.967 DT     0201 Rx 6  0F 00 C2 C6 30 00 
   1962     14260.885 DT     0080 Rx 0  
   1963     14261.804 DT     0181 Rx 8  00 80 37 92 24 C7 0F 00 
   1964     14261.924 DT     0281 Rx 8  00 00 00 00 48 86 3B 00 
   1965     14262.024 DT     0201 Rx 6  0F 00 6D AD 30 00 
   1966     14270.857 DT     0080 Rx 0  
   1967     14271.790 DT     0181 Rx 8  00 80 37 92 33 60 10 00 
   1968     14271.913 DT     0281 Rx 8  00 00 00 00 18 82 3D 00 
   1969     14272.013 DT     0201 Rx 6  0F 00 23 93 30 00 
   1970     14280.835 DT     0080 Rx 0  
   1971     14281.674 DT     0181 Rx 8  00 80 37 92 BA F7 10 00 
   1972     14281.795 DT     0281 Rx 8  00 00 00 00 B8 9D 3B 00 
   1973     14281.897 DT     0201 Rx 6  0F 00 E5 77 30 00 
   1974     14290.810 DT     0080 Rx 0  
   1975     14291.687 DT     0181 Rx 8  00 80 37 92 C2 90 11 00 
   1976     14291.809 DT     0281 Rx 8  00 00 00 00 10 36 3C 00 
   1977     14291.912 DT     0201 Rx 6  0F 00 B4 5B 30 00 
   1978     14300.784 DT     0080 Rx 0  
   1979     14301.666 DT     0181 Rx 8  00 80 37 92 01 2A 12 00 
   1980     14301.787 DT     0281 Rx 8  00 00 00 00 20 5D 3C 00 
   1981     14301.889 DT     0201 Rx 6  0F 00 91 3E 30 00 
   1982     14310.758 DT     0080 Rx 0  
   1983     14311.769 DT     0181 Rx 8  00 80 37 92 BE C1 12 00 
   1984     14311.873 DT     0201 Rx 6  0F 00 7E 20 30 00 
   1985     14311.996 DT     0281 Rx 8  00 00 00 00 B8 2C 39 00 
   1986     14320.736 DT     0080 Rx 0  
   1987     14321.648 DT     0181 Rx 8  00 80 37 92 83 5A 13 00 
   1988     14321.770 DT     0281 Rx 8  00 00 00 00 C8 3B 3D 00 
   1989     14321.873 DT     0201 Rx 6  0F 00 7B 01 30 00 
   1990     14330.712 DT     0080 Rx 0  
   1991     14331.655 DT     0181 Rx 8  00 80 37 92 FE F2 13 00 
   1992     14331.777 DT     0281 Rx 8  00 00 00 00 C8 D0 39 00 
   1993     14331.881 DT     0201 Rx 6  0F 00 8B E1 2F 00 
   1994     14340.689 DT     0080 Rx 0  
   1995     14341.747 DT     0201 Rx 6  0F 00 AD C0 2F 00 
   1996     14341.865 DT     0181 Rx 8  00 80 37 92 99 8B 14 00 
   1997     14341.982 DT     0281 Rx 8  00 00 00 00 50 E4 39 00 
   1998     14350.667 DT     0080 Rx 0  
   1999     14351.739 DT     0181 Rx 8  00 80 37 92 99 24 15 00 
   2000     14351.838 DT     0201 Rx 6  0F 00 E4 9E 2F 00 
   2001     14351.961 DT     0281 Rx 8  00 00 00 00 58 2A 3C 00 
   2002     14360.640 DT     0080 Rx 0  
   2003     14361.699 DT     0201 Rx 6  0F 00 31 7C 2F 00 
   2004     14361.818 DT     0181 Rx 8  00 80 37 92 BF BD 15 00 
   2005     14361.938 DT     0281 Rx 8  00 00 00 00 A8 F3 3B 00 
   2006     14370.616 DT     0080 Rx 0  
   2007     14371.621 DT     0181 Rx 8  00 80 37 92 9E 56 16 00 
   2008     14371.723 DT     0201 Rx 6  0F 00 95 58 2F 00 
   2009     14371.844 DT     0281 Rx 8  00 00 00 00 88 99 3D 00 
   2010     14380.593 DT     0080 Rx 0  
   2011     14381.619 DT     0181 Rx 8  00 80 37 92 C2 ED 16 00 
   2012     14381.720 DT     0201 Rx 6  0F 00 12 34 2F 00 
   2013     14381.840 DT     0281 Rx 8  00 00 00 00 38 5F 3B 00 
   2014     14390.568 DT     0080 Rx 0  
   2015     14391.624 DT     0201 Rx 6  0F 00 A9 0E 2F 00 
   2016     14391.741 DT     0181 Rx 8  00 80 37 92 C1 86 17 00 
   2017     14391.865 DT     0281 Rx 8  00 00 00 00 F0 64 3C 00 
   2018     14400.544 DT     0080 Rx 0  
   2019     14401.602 DT     0201 Rx 6  0F 00 5C E8 2E 00 
   2020     14401.740 DT     0181 Rx 8  00 80 37 92 C5 1F 18 00 
   2021     14401.860 DT     0281 Rx 8  00 00 00 00 68 D4 3B 00 
   2022     14410.518 DT     0080 Rx 0  
   2023     14411.577 DT     0201 Rx 6  0F 00 2D C1 2E 00 
   2024     14411.694 DT     0181 Rx 8  00 80 37 92 B7 B7 18 00 
   2025     14411.816 DT     0281 Rx 8  00 00 00 00 B0 3F 3D 00 
   2026     14420.494 DT     0080 Rx 0  
   2027     14421.549 DT     0201 Rx 6  0F 00 1C 99 2E 00 
   2028     14421.720 DT     0181 Rx 8  00 80 37 92 1C 50 19 00 
   2029     14421.842 DT     0281 Rx 8  00 00 00 00 D0 22 3A 00 
   2030     14430.466 DT     0080 Rx 0  
   2031     14431.522 DT     0201 Rx 6  0F 00 2B 70 2E 00 
   2032     14431.690 DT     0181 Rx 8  00 80 37 92 72 E9 19 00 
   2033     14431.811 DT     0281 Rx 8  00 00 00 00 A8 7C 3A 00 
   2034     14440.440 DT     0080 Rx 0  
   2035     14441.495 DT     0201 Rx 6  0F 00 5D 46 2E 00 
   2036     14441.615 DT     0181 Rx 8  00 80 37 92 F5 81 1A 00 
   2037     14441.737 DT     0281 Rx 8  00 00 00 00 48 0F 3A 00 
   2038     14450.414 DT     0080 Rx 0  
   2039     14451.473 DT     0201 Rx 6  0F 00 B2 1B 2E 00 
   2040     14451.590 DT     0181 Rx 8  00 80 37 92 3A 1A 1B 00 
   2041     14451.712 DT     0281 Rx 8  00 00 00 00 10 48 39 00 
   2042     14460.389 DT     0080 Rx 0  
   2043     14461.446 DT     0201 Rx 6  0F 00 2D F0 2D 00 
   2044     14461.721 DT     0181 Rx 8  00 80 37 92 59 B3 1B 00 
   2045     14461.844 DT     0281 Rx 8  00 00 00 00 E0 BA 3C 00 
   2046     14470.363 DT     0080 Rx 0  
   2047     14471.419 DT     0201 Rx 6  0F 00 D0 C3 2D 00 
   2048     14471.709 DT     0181 Rx 8  00 80 37 92 49 4C 1C 00 
   2049     14471.831 DT     0281 Rx 8  00 00 00 00 30 0D 3B 00 
   2050     14480.340 DT     0080 Rx 0  
   2051     14481.395 DT     0201 Rx 6  0F 00 9B 96 2D 00 
   2052     14481.724 DT     0181 Rx 8  00 80 37 92 54 E4 1C 00 
   2053     14481.847 DT     0281 Rx 8  00 00 00 00 A0 1E 3C 00 
   2054     14490.317 DT     0080 Rx 0  
   2055     14490.659 DT     0181 Rx 8  00 80 37 92 BE 6D 1D 00 
   2056     14490.780 DT     0281 Rx 8  00 00 00 00 40 34 3B 00 
   2057     14491.373 DT     0201 Rx 6  0F 00 92 68 2D 00 
   2058     14500.290 DT     0080 Rx 0  
   2059     14500.654 DT     0181 Rx 8  00 80 37 92 86 07 1E 00 
   2060     14500.775 DT     0281 Rx 8  00 00 00 00 88 99 3D 00 
   2061     14501.344 DT     0201 Rx 6  0F 00 B5 39 2D 00 
   2062     14510.266 DT     0080 Rx 0  
   2063     14510.631 DT     0181 Rx 8  00 80 37 92 07 9F 1E 00 
   2064     14510.750 DT     0281 Rx 8  00 00 00 00 08 73 39 00 
   2065     14511.319 DT     0201 Rx 6  0F 00 07 0A 2D 00 
   2066     14520.241 DT     0080 Rx 0  
   2067     14520.539 DT     0181 Rx 8  00 80 37 92 E5 37 1F 00 
   2068     14520.663 DT     0281 Rx 8  00 00 00 00 C0 78 3A 00 
   2069     14521.297 DT     0201 Rx 6  0F 00 89 D9 2C 00 
