;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   4437     20414.606 DT     0281 Rx 8  00 00 00 00 98 71 E2 FF 
   4438     20415.163 DT     0201 Rx 6  0F 00 E0 DF 11 00 
   4439     20424.078 DT     0080 Rx 0  
   4440     20424.335 DT     0181 Rx 8  00 80 37 92 AE E7 11 00 
   4441     20424.456 DT     0281 Rx 8  00 00 00 00 C0 88 E4 FF 
   4442     20425.131 DT     0201 Rx 6  0F 00 EF 92 11 00 
   4443     20434.052 DT     0080 Rx 0  
   4444     20434.434 DT     0181 Rx 8  00 80 37 92 0F 9A 11 00 
   4445     20434.556 DT     0281 Rx 8  00 00 00 00 08 89 E2 FF 
   4446     20435.110 DT     0201 Rx 6  0F 00 4A 46 11 00 
   4447     20444.024 DT     0080 Rx 0  
   4448     20444.427 DT     0181 Rx 8  00 80 37 92 67 4D 11 00 
   4449     20444.552 DT     0281 Rx 8  00 00 00 00 80 FE E0 FF 
   4450     20445.083 DT     0201 Rx 6  0F 00 F5 F9 10 00 
   4451     20453.999 DT     0080 Rx 0  
   4452     20454.458 DT     0181 Rx 8  00 80 37 92 64 01 11 00 
   4453     20454.580 DT     0281 Rx 8  00 00 00 00 D8 96 E1 FF 
   4454     20455.055 DT     0201 Rx 6  0F 00 F4 AD 10 00 
   4455     20463.974 DT     0080 Rx 0  
   4456     20464.482 DT     0181 Rx 8  00 80 37 92 4C B5 10 00 
   4457     20464.601 DT     0281 Rx 8  00 00 00 00 E8 3A E2 FF 
   4458     20465.029 DT     0201 Rx 6  0F 00 49 62 10 00 
   4459     20473.946 DT     0080 Rx 0  
   4460     20474.316 DT     0181 Rx 8  00 80 37 92 7D 69 10 00 
   4461     20474.438 DT     0281 Rx 8  00 00 00 00 00 3D E1 FF 
   4462     20475.002 DT     0201 Rx 6  0F 00 F6 16 10 00 
   4463     20483.920 DT     0080 Rx 0  
   4464     20484.444 DT     0181 Rx 8  00 80 37 92 40 1E 10 00 
   4465     20484.568 DT     0281 Rx 8  00 00 00 00 A0 CF E0 FF 
   4466     20484.976 DT     0201 Rx 6  0F 00 00 CC 0F 00 
   4467     20493.892 DT     0080 Rx 0  
   4468     20494.409 DT     0181 Rx 8  00 80 37 92 03 D4 0F 00 
   4469     20494.532 DT     0281 Rx 8  00 00 00 00 60 27 E2 FF 
   4470     20494.949 DT     0201 Rx 6  0F 00 69 81 0F 00 
   4471     20503.865 DT     0080 Rx 0  
   4472     20504.399 DT     0181 Rx 8  00 80 37 92 59 89 0F 00 
   4473     20504.522 DT     0281 Rx 8  00 00 00 00 F0 03 E4 FF 
   4474     20504.920 DT     0201 Rx 6  0F 00 35 37 0F 00 
   4475     20513.836 DT     0080 Rx 0  
   4476     20514.260 DT     0181 Rx 8  00 80 37 92 59 89 0F 00 
   4477     20514.382 DT     0281 Rx 8  00 00 00 00 F0 27 DE FF 
   4478     20514.891 DT     0201 Rx 6  0F 00 66 ED 0E 00 
   4479     20523.808 DT     0080 Rx 0  
   4480     20524.416 DT     0181 Rx 8  00 80 37 92 5F EB 0E 00 
   4481     20524.538 DT     0281 Rx 8  00 00 00 00 B8 30 E5 FF 
   4482     20524.865 DT     0201 Rx 6  0F 00 FF A3 0E 00 
   4483     20533.782 DT     0080 Rx 0  
   4484     20534.280 DT     0181 Rx 8  00 80 37 92 A7 A2 0E 00 
   4485     20534.401 DT     0281 Rx 8  00 00 00 00 38 04 E2 FF 
   4486     20534.841 DT     0201 Rx 6  0F 00 03 5B 0E 00 
   4487     20543.755 DT     0080 Rx 0  
   4488     20544.380 DT     0181 Rx 8  00 80 37 92 A2 5A 0E 00 
   4489     20544.499 DT     0281 Rx 8  00 00 00 00 E8 28 E5 FF 
   4490     20544.812 DT     0201 Rx 6  0F 00 75 12 0E 00 
   4491     20553.728 DT     0080 Rx 0  
   4492     20554.403 DT     0181 Rx 8  00 80 37 92 D3 11 0E 00 
   4493     20554.522 DT     0281 Rx 8  00 00 00 00 D8 84 E4 FF 
   4494     20554.782 DT     0201 Rx 6  0F 00 58 CA 0D 00 
   4495     20563.701 DT     0080 Rx 0  
   4496     20564.275 DT     0181 Rx 8  00 80 37 92 D3 C9 0D 00 
   4497     20564.400 DT     0281 Rx 8  00 00 00 00 C0 17 E2 FF 
   4498     20564.759 DT     0201 Rx 6  0F 00 B0 82 0D 00 
   4499     20573.671 DT     0080 Rx 0  
   4500     20574.258 DT     0181 Rx 8  00 80 37 92 B2 82 0D 00 
   4501     20574.380 DT     0281 Rx 8  00 00 00 00 18 AA E3 FF 
   4502     20574.729 DT     0201 Rx 6  0F 00 7E 3B 0D 00 
   4503     20583.645 DT     0080 Rx 0  
   4504     20584.361 DT     0181 Rx 8  00 80 37 92 73 3B 0D 00 
   4505     20584.483 DT     0281 Rx 8  00 00 00 00 38 6F E5 FF 
   4506     20584.704 DT     0201 Rx 6  0F 00 C6 F4 0C 00 
   4507     20593.617 DT     0080 Rx 0  
   4508     20594.233 DT     0181 Rx 8  00 80 37 92 BC F3 0C 00 
   4509     20594.355 DT     0281 Rx 8  00 00 00 00 D8 90 E2 FF 
   4510     20594.674 DT     0201 Rx 6  0F 00 8B AE 0C 00 
   4511     20603.592 DT     0080 Rx 0  
   4512     20604.335 DT     0181 Rx 8  00 80 37 92 5E AE 0C 00 
   4513     20604.457 DT     0281 Rx 8  00 00 00 00 10 CF E4 FF 
   4514     20604.646 DT     0201 Rx 6  0F 00 CF 68 0C 00 
   4515     20613.566 DT     0080 Rx 0  
   4516     20614.363 DT     0181 Rx 8  00 80 37 92 61 68 0C 00 
   4517     20614.485 DT     0281 Rx 8  00 00 00 00 60 1B E4 FF 
   4518     20614.622 DT     0201 Rx 6  0F 00 96 23 0C 00 
   4519     20623.537 DT     0080 Rx 0  
   4520     20624.222 DT     0181 Rx 8  00 80 37 92 66 23 0C 00 
   4521     20624.344 DT     0281 Rx 8  00 00 00 00 30 29 E3 FF 
   4522     20624.596 DT     0201 Rx 6  0F 00 E1 DE 0B 00 
   4523     20633.514 DT     0080 Rx 0  
   4524     20634.326 DT     0181 Rx 8  00 80 37 92 5B DF 0B 00 
   4525     20634.449 DT     0281 Rx 8  00 00 00 00 A8 FD E6 FF 
   4526     20634.568 DT     0201 Rx 6  0F 00 B5 9A 0B 00 
   4527     20643.486 DT     0080 Rx 0  
   4528     20644.341 DT     0181 Rx 8  00 80 37 92 0A 9A 0B 00 
   4529     20644.463 DT     0281 Rx 8  00 00 00 00 F8 CC E5 FF 
   4530     20644.562 DT     0201 Rx 6  0F 00 13 57 0B 00 
   4531     20653.460 DT     0080 Rx 0  
   4532     20654.332 DT     0181 Rx 8  00 80 37 92 1C 57 0B 00 
   4533     20654.454 DT     0281 Rx 8  00 00 00 00 B8 AD E5 FF 
   4534     20654.555 DT     0201 Rx 6  0F 00 FE 13 0B 00 
   4535     20663.433 DT     0080 Rx 0  
   4536     20664.316 DT     0181 Rx 8  00 80 37 92 C6 13 0B 00 
   4537     20664.440 DT     0281 Rx 8  00 00 00 00 00 9C E6 FF 
   4538     20664.542 DT     0201 Rx 6  0F 00 7A D1 0A 00 
   4539     20673.405 DT     0080 Rx 0  
   4540     20674.193 DT     0181 Rx 8  00 80 37 92 C8 D1 0A 00 
   4541     20674.313 DT     0281 Rx 8  00 00 00 00 38 F2 E4 FF 
   4542     20674.461 DT     0201 Rx 6  0F 00 88 8F 0A 00 
   4543     20683.380 DT     0080 Rx 0  
   4544     20684.313 DT     0181 Rx 8  00 80 37 92 7E 8F 0A 00 
   4545     20684.433 DT     0281 Rx 8  00 00 00 00 68 D8 E7 FF 
   4546     20684.534 DT     0201 Rx 6  0F 00 2C 4E 0A 00 
   4547     20693.354 DT     0080 Rx 0  
   4548     20694.271 DT     0181 Rx 8  00 80 37 92 AB 4D 0A 00 
   4549     20694.391 DT     0281 Rx 8  00 00 00 00 10 D5 E3 FF 
   4550     20694.492 DT     0201 Rx 6  0F 00 68 0D 0A 00 
   4551     20703.324 DT     0080 Rx 0  
   4552     20704.180 DT     0181 Rx 8  00 80 37 92 79 0D 0A 00 
   4553     20704.302 DT     0281 Rx 8  00 00 00 00 D8 72 E7 FF 
   4554     20704.404 DT     0201 Rx 6  0F 00 3F CD 09 00 
   4555     20713.295 DT     0080 Rx 0  
   4556     20714.174 DT     0181 Rx 8  00 80 37 92 2F CD 09 00 
   4557     20714.296 DT     0281 Rx 8  00 00 00 00 10 4C E5 FF 
   4558     20714.395 DT     0201 Rx 6  0F 00 B2 8D 09 00 
   4559     20723.266 DT     0080 Rx 0  
   4560     20724.295 DT     0181 Rx 8  00 80 37 92 D9 8D 09 00 
   4561     20724.399 DT     0201 Rx 6  0F 00 C6 4E 09 00 
   4562     20724.523 DT     0281 Rx 8  00 00 00 00 E0 BE E8 FF 
   4563     20733.239 DT     0080 Rx 0  
   4564     20734.287 DT     0181 Rx 8  00 80 37 92 25 4E 09 00 
   4565     20734.391 DT     0201 Rx 6  0F 00 7C 10 09 00 
   4566     20734.513 DT     0281 Rx 8  00 00 00 00 10 CF E4 FF 
   4567     20743.210 DT     0080 Rx 0  
   4568     20744.265 DT     0181 Rx 8  00 80 37 92 67 10 09 00 
   4569     20744.369 DT     0201 Rx 6  0F 00 D7 D2 08 00 
   4570     20744.491 DT     0281 Rx 8  00 00 00 00 48 84 E8 FF 
   4571     20753.184 DT     0080 Rx 0  
   4572     20754.240 DT     0181 Rx 8  00 80 37 92 1B D3 08 00 
   4573     20754.340 DT     0201 Rx 6  0F 00 D9 95 08 00 
   4574     20754.462 DT     0281 Rx 8  00 00 00 00 68 DE E6 FF 
   4575     20763.155 DT     0080 Rx 0  
   4576     20764.214 DT     0201 Rx 6  0F 00 86 59 08 00 
   4577     20764.330 DT     0181 Rx 8  00 80 37 92 6E 95 08 00 
   4578     20764.452 DT     0281 Rx 8  00 00 00 00 68 CC E9 FF 
   4579     20773.127 DT     0080 Rx 0  
   4580     20774.099 DT     0181 Rx 8  00 80 37 92 6E 95 08 00 
   4581     20774.198 DT     0201 Rx 6  0F 00 DE 1D 08 00 
   4582     20774.320 DT     0281 Rx 8  00 00 00 00 48 7E E9 FF 
   4583     20783.101 DT     0080 Rx 0  
   4584     20784.157 DT     0201 Rx 6  0F 00 E6 E2 07 00 
   4585     20784.276 DT     0181 Rx 8  00 80 37 92 A8 1D 08 00 
   4586     20784.396 DT     0281 Rx 8  00 00 00 00 98 4D E8 FF 
   4587     20793.072 DT     0080 Rx 0  
   4588     20794.119 DT     0181 Rx 8  00 80 37 92 7D E3 07 00 
   4589     20794.220 DT     0201 Rx 6  0F 00 9E A8 07 00 
   4590     20794.344 DT     0281 Rx 8  00 00 00 00 B0 37 EB FF 
   4591     20803.040 DT     0080 Rx 0  
   4592     20804.098 DT     0201 Rx 6  0F 00 0A 6F 07 00 
   4593     20804.261 DT     0181 Rx 8  00 80 37 92 24 A8 07 00 
   4594     20804.381 DT     0281 Rx 8  00 00 00 00 50 E2 E6 FF 
   4595     20813.014 DT     0080 Rx 0  
   4596     20814.070 DT     0201 Rx 6  0F 00 2B 36 07 00 
   4597     20814.257 DT     0181 Rx 8  00 80 37 92 7F 6E 07 00 
   4598     20814.379 DT     0281 Rx 8  00 00 00 00 00 90 E8 FF 
   4599     20822.985 DT     0080 Rx 0  
   4600     20824.043 DT     0201 Rx 6  0F 00 05 FE 06 00 
   4601     20824.249 DT     0181 Rx 8  00 80 37 92 BF 36 07 00 
   4602     20824.369 DT     0281 Rx 8  00 00 00 00 08 59 EA FF 
   4603     20832.955 DT     0080 Rx 0  
   4604     20834.014 DT     0201 Rx 6  0F 00 99 C6 06 00 
   4605     20834.220 DT     0181 Rx 8  00 80 37 92 92 FD 06 00 
   4606     20834.344 DT     0281 Rx 8  00 00 00 00 F8 43 E7 FF 
   4607     20842.931 DT     0080 Rx 0  
   4608     20843.985 DT     0201 Rx 6  0F 00 EA 8F 06 00 
   4609     20844.214 DT     0181 Rx 8  00 80 37 92 E8 C5 06 00 
   4610     20844.338 DT     0281 Rx 8  00 00 00 00 80 4B E9 FF 
   4611     20852.902 DT     0080 Rx 0  
   4612     20853.960 DT     0201 Rx 6  0F 00 FA 59 06 00 
   4613     20854.084 DT     0181 Rx 8  00 80 37 92 3F 90 06 00 
   4614     20854.203 DT     0281 Rx 8  00 00 00 00 A8 D9 EC FF 
   4615     20862.876 DT     0080 Rx 0  
   4616     20863.932 DT     0201 Rx 6  0F 00 CA 24 06 00 
   4617     20864.169 DT     0181 Rx 8  00 80 37 92 7B 5A 06 00 
   4618     20864.288 DT     0281 Rx 8  00 00 00 00 48 F5 EA FF 
   4619     20872.846 DT     0080 Rx 0  
   4620     20873.902 DT     0201 Rx 6  0F 00 5E F0 05 00 
   4621     20874.231 DT     0181 Rx 8  00 80 37 92 8D 24 06 00 
   4622     20874.355 DT     0281 Rx 8  00 00 00 00 B0 43 E9 FF 
   4623     20882.818 DT     0080 Rx 0  
   4624     20883.163 DT     0181 Rx 8  00 80 37 92 67 F4 05 00 
   4625     20883.283 DT     0281 Rx 8  00 00 00 00 10 B1 E9 FF 
   4626     20883.873 DT     0201 Rx 6  0F 00 B7 BC 05 00 
   4627     20892.790 DT     0080 Rx 0  
   4628     20893.063 DT     0181 Rx 8  00 80 37 92 6B C1 05 00 
   4629     20893.182 DT     0281 Rx 8  00 00 00 00 B0 B4 EB FF 
   4630     20893.846 DT     0201 Rx 6  0F 00 D7 89 05 00 
   4631     20901.094 DT     0701 Rx 1  05 
   4632     20902.764 DT     0080 Rx 0  
   4633     20903.059 DT     0181 Rx 8  00 80 37 92 91 8F 05 00 
   4634     20903.181 DT     0281 Rx 8  00 00 00 00 20 C0 ED FF 
   4635     20903.819 DT     0201 Rx 6  0F 00 C1 57 05 00 
   4636     20912.736 DT     0080 Rx 0  
   4637     20913.142 DT     0181 Rx 8  00 80 37 92 38 5D 05 00 
   4638     20913.263 DT     0281 Rx 8  00 00 00 00 A0 87 EC FF 
   4639     20913.792 DT     0201 Rx 6  0F 00 76 26 05 00 
   4640     20922.712 DT     0080 Rx 0  
   4641     20923.140 DT     0181 Rx 8  00 80 37 92 68 2B 05 00 
   4642     20923.260 DT     0281 Rx 8  00 00 00 00 40 26 EA FF 
   4643     20923.770 DT     0201 Rx 6  0F 00 F8 F5 04 00 
   4644     20932.685 DT     0080 Rx 0  
   4645     20933.126 DT     0181 Rx 8  00 80 37 92 B6 F9 04 00 
   4646     20933.250 DT     0281 Rx 8  00 00 00 00 E0 B8 E9 FF 
   4647     20933.741 DT     0201 Rx 6  0F 00 4A C6 04 00 
   4648     20942.656 DT     0080 Rx 0  
   4649     20943.159 DT     0181 Rx 8  00 80 37 92 3D CA 04 00 
   4650     20943.284 DT     0281 Rx 8  00 00 00 00 48 E9 EC FF 
   4651     20943.712 DT     0201 Rx 6  0F 00 6D 97 04 00 
   4652     20952.629 DT     0080 Rx 0  
   4653     20953.038 DT     0181 Rx 8  00 80 37 92 56 9B 04 00 
   4654     20953.162 DT     0281 Rx 8  00 00 00 00 B0 1F EF FF 
   4655     20953.686 DT     0201 Rx 6  0F 00 64 69 04 00 
   4656     20962.599 DT     0080 Rx 0  
   4657     20963.116 DT     0181 Rx 8  00 80 37 92 BB 6D 04 00 
   4658     20963.237 DT     0281 Rx 8  00 00 00 00 A0 75 EF FF 
   4659     20963.656 DT     0201 Rx 6  0F 00 2F 3C 04 00 
   4660     20972.570 DT     0080 Rx 0  
   4661     20973.140 DT     0181 Rx 8  00 80 37 92 57 41 04 00 
   4662     20973.262 DT     0281 Rx 8  00 00 00 00 B8 65 F1 FF 
   4663     20973.629 DT     0201 Rx 6  0F 00 D2 0F 04 00 
   4664     20982.544 DT     0080 Rx 0  
   4665     20983.120 DT     0181 Rx 8  00 80 37 92 11 0E 04 00 
   4666     20983.242 DT     0281 Rx 8  00 00 00 00 58 0A EE FF 
   4667     20983.602 DT     0201 Rx 6  0F 00 4D E4 03 00 
   4668     20992.516 DT     0080 Rx 0  
   4669     20993.117 DT     0181 Rx 8  00 80 37 92 5F E4 03 00 
   4670     20993.238 DT     0281 Rx 8  00 00 00 00 78 D5 EE FF 
   4671     20993.572 DT     0201 Rx 6  0F 00 A2 B9 03 00 
   4672     21002.488 DT     0080 Rx 0  
   4673     21003.093 DT     0181 Rx 8  00 80 37 92 68 B9 03 00 
   4674     21003.215 DT     0281 Rx 8  00 00 00 00 C8 1B EF FF 
   4675     21003.544 DT     0201 Rx 6  0F 00 D4 8F 03 00 
   4676     21012.461 DT     0080 Rx 0  
   4677     21013.095 DT     0181 Rx 8  00 80 37 92 59 90 03 00 
   4678     21013.216 DT     0281 Rx 8  00 00 00 00 E8 E6 EF FF 
   4679     21013.517 DT     0201 Rx 6  0F 00 E3 66 03 00 
   4680     21022.433 DT     0080 Rx 0  
   4681     21023.107 DT     0181 Rx 8  00 80 37 92 FB 66 03 00 
   4682     21023.228 DT     0281 Rx 8  00 00 00 00 60 50 F0 FF 
   4683     21023.491 DT     0201 Rx 6  0F 00 D2 3E 03 00 
   4684     21032.407 DT     0080 Rx 0  
   4685     21032.971 DT     0181 Rx 8  00 80 37 92 A3 3F 03 00 
   4686     21033.091 DT     0281 Rx 8  00 00 00 00 78 46 F1 FF 
   4687     21033.463 DT     0201 Rx 6  0F 00 A3 17 03 00 
   4688     21042.380 DT     0080 Rx 0  
   4689     21043.070 DT     0181 Rx 8  00 80 37 92 D2 17 03 00 
   4690     21043.194 DT     0281 Rx 8  00 00 00 00 68 1F F1 FF 
   4691     21043.436 DT     0201 Rx 6  0F 00 56 F1 02 00 
   4692     21052.354 DT     0080 Rx 0  
   4693     21053.056 DT     0181 Rx 8  00 80 37 92 50 F1 02 00 
   4694     21053.181 DT     0281 Rx 8  00 00 00 00 E8 51 F3 FF 
   4695     21053.409 DT     0201 Rx 6  0F 00 ED CB 02 00 
   4696     21062.325 DT     0080 Rx 0  
   4697     21063.084 DT     0181 Rx 8  00 80 37 92 9D CB 02 00 
   4698     21063.206 DT     0281 Rx 8  00 00 00 00 F0 2C F2 FF 
   4699     21063.384 DT     0201 Rx 6  0F 00 6A A7 02 00 
   4700     21072.298 DT     0080 Rx 0  
   4701     21072.949 DT     0181 Rx 8  00 80 37 92 A5 A6 02 00 
   4702     21073.073 DT     0281 Rx 8  00 00 00 00 30 D5 F0 FF 
   4703     21073.353 DT     0201 Rx 6  0F 00 CE 83 02 00 
   4704     21082.273 DT     0080 Rx 0  
   4705     21083.034 DT     0181 Rx 8  00 80 37 92 66 83 02 00 
   4706     21083.160 DT     0281 Rx 8  00 00 00 00 C8 0F F1 FF 
   4707     21083.326 DT     0201 Rx 6  0F 00 1B 61 02 00 
   4708     21092.245 DT     0080 Rx 0  
   4709     21092.953 DT     0181 Rx 8  00 80 37 92 4F 61 02 00 
   4710     21093.072 DT     0281 Rx 8  00 00 00 00 A8 38 F2 FF 
   4711     21093.305 DT     0201 Rx 6  0F 00 52 3F 02 00 
   4712     21102.218 DT     0080 Rx 0  
   4713     21103.049 DT     0181 Rx 8  00 80 37 92 19 40 02 00 
   4714     21103.170 DT     0281 Rx 8  00 00 00 00 18 CD F2 FF 
   4715     21103.282 DT     0201 Rx 6  0F 00 74 1E 02 00 
   4716     21112.193 DT     0080 Rx 0  
   4717     21113.052 DT     0181 Rx 8  00 80 37 92 69 1E 02 00 
   4718     21113.176 DT     0281 Rx 8  00 00 00 00 B0 07 F3 FF 
   4719     21113.275 DT     0201 Rx 6  0F 00 84 FE 01 00 
   4720     21122.167 DT     0080 Rx 0  
   4721     21123.036 DT     0181 Rx 8  00 80 37 92 AD FD 01 00 
   4722     21123.160 DT     0281 Rx 8  00 00 00 00 90 BF F1 FF 
   4723     21123.265 DT     0201 Rx 6  0F 00 81 DF 01 00 
   4724     21132.142 DT     0080 Rx 0  
   4725     21133.015 DT     0181 Rx 8  00 80 37 92 45 DF 01 00 
   4726     21133.137 DT     0281 Rx 8  00 00 00 00 80 92 F2 FF 
   4727     21133.241 DT     0201 Rx 6  0F 00 6E C1 01 00 
   4728     21142.116 DT     0080 Rx 0  
   4729     21143.014 DT     0181 Rx 8  00 80 37 92 39 C1 01 00 
   4730     21143.135 DT     0281 Rx 8  00 00 00 00 C0 28 F4 FF 
   4731     21143.239 DT     0201 Rx 6  0F 00 4B A4 01 00 
   4732     21152.089 DT     0080 Rx 0  
   4733     21152.901 DT     0181 Rx 8  00 80 37 92 84 A3 01 00 
   4734     21153.023 DT     0281 Rx 8  00 00 00 00 48 B9 F4 FF 
   4735     21153.145 DT     0201 Rx 6  0F 00 1A 88 01 00 
   4736     21162.061 DT     0080 Rx 0  
   4737     21162.997 DT     0181 Rx 8  00 80 37 92 FD 87 01 00 
   4738     21163.119 DT     0281 Rx 8  00 00 00 00 58 E6 F3 FF 
   4739     21163.221 DT     0201 Rx 6  0F 00 DC 6C 01 00 
   4740     21172.036 DT     0080 Rx 0  
   4741     21173.033 DT     0181 Rx 8  00 80 37 92 E3 6C 01 00 
   4742     21173.135 DT     0201 Rx 6  0F 00 92 52 01 00 
   4743     21173.262 DT     0281 Rx 8  00 00 00 00 C0 9F F5 FF 
   4744     21182.010 DT     0080 Rx 0  
   4745     21182.895 DT     0181 Rx 8  00 80 37 92 97 51 01 00 
   4746     21183.017 DT     0281 Rx 8  00 00 00 00 00 42 F5 FF 
   4747     21183.117 DT     0201 Rx 6  0F 00 3D 39 01 00 
   4748     21191.983 DT     0080 Rx 0  
   4749     21193.002 DT     0181 Rx 8  00 80 37 92 39 39 01 00 
   4750     21193.104 DT     0201 Rx 6  0F 00 DD 20 01 00 
   4751     21193.125 DT     0281 Rx 8  00 00 00 00 88 55 F5 FF 
   4752     21201.857 DT     0080 Rx 0  
   4753     21202.887 DT     0181 Rx 8  00 80 37 92 AA 20 01 00 
   4754     21202.989 DT     0201 Rx 6  0F 00 75 09 01 00 
   4755     21203.114 DT     0281 Rx 8  00 00 00 00 E0 E7 F6 FF 
   4756     21211.830 DT     0080 Rx 0  
   4757     21212.757 DT     0181 Rx 8  00 80 37 92 6E 09 01 00 
   4758     21212.879 DT     0281 Rx 8  00 00 00 00 40 5B F6 FF 
   4759     21212.985 DT     0201 Rx 6  0F 00 05 F3 00 00 
   4760     21221.806 DT     0080 Rx 0  
   4761     21222.856 DT     0181 Rx 8  00 80 37 92 40 F3 00 00 
   4762     21222.962 DT     0201 Rx 6  0F 00 8E DD 00 00 
   4763     21223.084 DT     0281 Rx 8  00 00 00 00 98 ED F7 FF 
   4764     21231.778 DT     0080 Rx 0  
   4765     21232.836 DT     0201 Rx 6  0F 00 11 C9 00 00 
   4766     21232.954 DT     0181 Rx 8  00 80 37 92 24 DD 00 00 
   4767     21233.079 DT     0281 Rx 8  00 00 00 00 D8 12 F7 FF 
   4768     21241.754 DT     0080 Rx 0  
   4769     21242.810 DT     0201 Rx 6  0F 00 8E B5 00 00 
   4770     21242.932 DT     0181 Rx 8  00 80 37 92 FA C8 00 00 
   4771     21243.054 DT     0281 Rx 8  00 00 00 00 F0 08 F8 FF 
   4772     21251.727 DT     0080 Rx 0  
   4773     21252.759 DT     0181 Rx 8  00 80 37 92 7D B5 00 00 
   4774     21252.861 DT     0201 Rx 6  0F 00 07 A3 00 00 
   4775     21252.985 DT     0281 Rx 8  00 00 00 00 20 01 F8 FF 
   4776     21261.697 DT     0080 Rx 0  
   4777     21262.758 DT     0201 Rx 6  0F 00 7B 91 00 00 
   4778     21262.875 DT     0181 Rx 8  00 80 37 92 A6 A2 00 00 
   4779     21262.997 DT     0281 Rx 8  00 00 00 00 A0 39 F9 FF 
   4780     21271.671 DT     0080 Rx 0  
   4781     21272.733 DT     0181 Rx 8  00 80 37 92 AE 91 00 00 
   4782     21272.837 DT     0201 Rx 6  0F 00 ED 80 00 00 
   4783     21272.957 DT     0281 Rx 8  00 00 00 00 60 9D F8 FF 
   4784     21281.644 DT     0080 Rx 0  
   4785     21282.701 DT     0201 Rx 6  0F 00 5C 71 00 00 
   4786     21282.832 DT     0181 Rx 8  00 80 37 92 8F 80 00 00 
   4787     21282.953 DT     0281 Rx 8  00 00 00 00 80 68 F9 FF 
   4788     21291.617 DT     0080 Rx 0  
   4789     21292.675 DT     0201 Rx 6  0F 00 C9 62 00 00 
   4790     21292.791 DT     0181 Rx 8  00 80 37 92 98 71 00 00 
   4791     21292.914 DT     0281 Rx 8  00 00 00 00 90 0C FA FF 
   4792     21301.589 DT     0080 Rx 0  
   4793     21302.648 DT     0201 Rx 6  0F 00 35 55 00 00 
   4794     21302.767 DT     0181 Rx 8  00 80 37 92 DE 62 00 00 
   4795     21302.888 DT     0281 Rx 8  00 00 00 00 98 E1 F9 FF 
   4796     21311.559 DT     0080 Rx 0  
   4797     21312.618 DT     0201 Rx 6  0F 00 A0 48 00 00 
   4798     21312.806 DT     0181 Rx 8  00 80 37 92 AF 54 00 00 
   4799     21312.928 DT     0281 Rx 8  00 00 00 00 08 76 FA FF 
   4800     21321.534 DT     0080 Rx 0  
   4801     21322.591 DT     0201 Rx 6  0F 00 0C 3D 00 00 
   4802     21322.820 DT     0181 Rx 8  00 80 37 92 DC 48 00 00 
   4803     21322.942 DT     0281 Rx 8  00 00 00 00 C8 50 FB FF 
   4804     21331.504 DT     0080 Rx 0  
   4805     21332.563 DT     0201 Rx 6  0F 00 77 32 00 00 
   4806     21332.705 DT     0181 Rx 8  00 80 37 92 12 3D 00 00 
   4807     21332.828 DT     0281 Rx 8  00 00 00 00 88 31 FB FF 
   4808     21341.478 DT     0080 Rx 0  
   4809     21342.536 DT     0201 Rx 6  0F 00 E3 28 00 00 
   4810     21342.791 DT     0181 Rx 8  00 80 37 92 33 32 00 00 
   4811     21342.913 DT     0281 Rx 8  00 00 00 00 30 93 FB FF 
   4812     21351.451 DT     0080 Rx 0  
   4813     21351.675 DT     0181 Rx 8  00 80 37 92 B8 29 00 00 
   4814     21351.800 DT     0281 Rx 8  00 00 00 00 20 E9 FB FF 
   4815     21352.513 DT     0201 Rx 6  0F 00 50 20 00 00 
   4816     21361.424 DT     0080 Rx 0  
   4817     21361.783 DT     0181 Rx 8  00 80 37 92 42 21 00 00 
   4818     21361.905 DT     0281 Rx 8  00 00 00 00 40 37 FC FF 
   4819     21362.483 DT     0201 Rx 6  0F 00 BE 18 00 00 
   4820     21371.397 DT     0080 Rx 0  
   4821     21371.812 DT     0181 Rx 8  00 80 37 92 BD 19 00 00 
   4822     21371.932 DT     0281 Rx 8  00 00 00 00 70 AC FC FF 
   4823     21372.456 DT     0201 Rx 6  0F 00 2E 12 00 00 
   4824     21381.370 DT     0080 Rx 0  
   4825     21381.670 DT     0181 Rx 8  00 80 37 92 DA 12 00 00 
   4826     21381.792 DT     0281 Rx 8  00 00 00 00 E8 15 FD FF 
   4827     21382.428 DT     0201 Rx 6  0F 00 A1 0C 00 00 
   4828     21391.344 DT     0080 Rx 0  
   4829     21391.783 DT     0181 Rx 8  00 80 37 92 08 0D 00 00 
   4830     21391.907 DT     0281 Rx 8  00 00 00 00 D8 6B FD FF 
   4831     21392.402 DT     0201 Rx 6  0F 00 15 08 00 00 
   4832     21401.317 DT     0080 Rx 0  
   4833     21401.795 DT     0181 Rx 8  00 80 37 92 50 08 00 00 
